,,,,,,,,,,,
131,BALAI,BALAI POLIS    PUDU,"KETUA POLIS BALAI PUDU, JALAN PUDU",55100,KUALA LUMPUR,W.P PERSEKETUAN,03-92899222,TIADA,kpb_pudu@rmpr.gov.my,TIADA,
132,BALAI,BALAI POLIS ALOR GAJAH,JLN LESUNG BATU,78000,ALOR GAJAH,MELAKA,06-5563222,06-5565969,kbp_agajah@rmp.gov.my,TIADA,
133,BALAI,BALAI POLIS DURIAN TUNGGAL,DURIAN TUNGGAL,76100,ALOR GAJAH,MELAKA,06-5531122,06-5532576,kbp_dtunggal@rmp.gov.my,TIADA,
134,BALAI,BALAI POLIS HUTAN PERCHA,HUTAN PERCHA,78000,ALOR GAJAH,MELAKA,06-5548222,06-5547426,kbp_hpercha@rmp.gov.my,TIADA,
135,BALAI,BALAI POLIS KUALA SG. BARU,KUALA SG. BARU,78200,ALOR GAJAH,MELAKA,06-3876222,06-3876508,kbp_kgsgbaru@rmp.gov.my,TIADA,
136,BALAI,BALAI POLIS LUBOK CHINA,LUBOK CHINA,78100,ALOR GAJAH,MELAKA,06-6966222,06-6966023,kbp_Ichina@rmp.gov.my,TIADA,
137,BALAI,BALAI POLIS MACHAP BARU,MACHAP BARU,76100,ALOR GAJAH,MELAKA,06-5252024,06-5251539,kbp_mbaru@rmp.gov.my,TIADA,
138,BALAI,BALAI POLIS MASJID TANAH,MASJID TANAH,78300,ALOR GAJAH,MELAKA,06-3842222,06-3842223,kbp_mtanah@rmp.gov.my,TIADA,
139,BALAI,BALAI POLIS RUMBIA,RUMBIA,78000,ALOR GAJAH,MELAKA,06-3161243,06-3161778,kbp_rumbia@rmp.gov.my,TIADA,
140,BALAI,BALAI POLIS SIMPANG AMPAT,SIMPANG AMPAT,78000,ALOR GAJAH,MELAKA,06-5529240,06-5520543,kbp_spgampat@rmp.gov.my,TIADA,
141,BALAI,BALAI POLIS TEBONG,TEBONG,76560,ALOR GAJAH,MELAKA,06-4486222,06-4486077,kbp_tebong@rmp.gov.my,TIADA,
142,BALAI,BALAI POLIS BROGA,"BALAI POLIS BROGA, PEKAN BROGA, 71750 LENGGENG NEGERI SEMBILAN.",71750,SEREMBAN,NEGERI SEMBILAN ,06-87610222,TIADA,kpb_broga@rmp.gov.my,TIADA,
143,BALAI,BALAI POLIS KUALA SAWAH,"BALAI POLIS KUALA SAWAH, 71200 RANTAU, NEGERI SEMBILAN.",71200,SEREMBAN,NEGERI SEMBILAN ,06-6941239,TIADA,kpb_ksawah@rmp.gov.my,TIADA,
144,BALAI,BALAI POLIS LABU,"BALAI POLIS LABU, BATU 10 LABU, 71900 NILAI, NEGERI SEMBILAN.",71900,SEREMBAN,NEGERI SEMBILAN ,06-7911224,TIADA,kpb_labu@rmp.gov.my,TIADA,
145,BALAI,BALAI POLIS MAMBAU,"BALAI POLIS MAMBAU, 70300 MAMBAU NEGERI SEMBILAN.",70300,SEREMBAN,NEGERI SEMBILAN ,06-6314222,TIADA,kpb_mambau@rmp.gov.my,TIADA,
146,BALAI,BALAI POLIS PANTAI,"BALAI POLIS PANTAI, 71770 SEREMBAN NEGERI SEMBILAN.",71700,SEREMBAN,NEGERI SEMBILAN ,06-7626615,TIADA,kpb_pantains@rmp.gov.my,TIADA,
147,BALAI,BALAI POLIS PAROI,"BALAI  POLIS PAROI, 70400 SEREMBAN NEGERI SEMBILAN.",70400,SEREMBAN,NEGERI SEMBILAN ,06-6773222,TIADA,kpb_paroi@rmp.gov.my,TIADA,
148,BALAI,BALAI POLIS RAHANG,"BALAI POLIS RAHANG, JALAN ZAABA, 70100 SEREMBAN NEGERI SEMBILAN.",70100,SEREMBAN,NEGERI SEMBILAN ,06-7632222,TIADA,kpb_seremban@rmp.gov.my,TIADA,
149,BALAI,BALAI POLIS JALAN CAMPBELL,"BALAI POLIS JALAN CAMPBELL, 70710 SEREMBAN NEGERI SEMBILAN.",70710,SEREMBAN,NEGERI SEMBILAN ,06-7635522,06-7626627,kpb_rahang@rmp.gov.my,TIADA,
150,BALAI,BALAI POLIS RANTAU,"BALAI POLIS RANTAU, 71200 RANTAU NEGERI SEMBILAN.",71200,SEREMBAN,NEGERI SEMBILAN ,06-6941222,TIADA,kpb_rantau@rmp.gov.my,TIADA,
151,BALAI,BALAI POLIS NILAI,"BALAI POLIS NILAI, 71800 NILAI NEGERI SEMBILAN.",71800,NILAI,NEGERI SEMBILAN ,06 67583222,06 67994010,kpdnilai@rmp.com.my,TIADA,
152,BALAI,BALAI POLIS MANTIN,"BALAI POLIS MANTIN,71700 JALAN SEREMBAN KUALA LUMPUR, BATU 10, SEREMBAN NEGERI SEMBILAN.",71700,NILAI,NEGERI SEMBILAN ,06 67581222,067571867 (ROSAK),kpb_mantin@rmp.gov.com,TIADA,
153,BALAI,BALAI POLIS LENGGENG,"BALAI POLIS LENGGENG, 71750 IPD NILAI NEGERI SEMBILAN",71750,NILAI,NEGERI SEMBILAN ,06 67581286,06 67582279,kpb_lenggeng@rmp.gov.com,TIADA,
154,BALAI,BALAI POLIS PORT DICKSON,"BALAI POLIS PORT DICKSON, 71000 PORT DICKSON, NEGERI SEMBILAN.",71000,PORT DICKSON,NEGERI SEMBILAN ,06-6472222  EXT:213,06-6476724,kpb_portdickson@rmp.gov.my,TIADA,
155,BALAI,BALAI POLIS TELOK KEMANG,"BALAI POLIS TELUK KEMANG, 71050 PORT DICKSON NEGERI SEMBILAN",71050,PORT DICKSON,NEGERI SEMBILAN ,06-6625222,06-6625222,kpb_tkemang@rmp.gov.my,TIADA,
156,BALAI,BALAI POLIS PASIR PANJANG,"BALAI POLIS PASIR PANJANG, 71250 PASIR PANJANG, PORT DICKSON NEGERI SEMBILAN.",71250,PORT DICKSON,NEGERI SEMBILAN ,06-6619343,,kpb_ppanjang@rmp.gov.my,TIADA,
157,BALAI,BALAI POLIS LINGGI,"BALAI POLIS LINGGI, 71150 LINGGI, PORT DICKSON NEGERI SEMBILAN,",71150,PORT DICKSON,NEGERI SEMBILAN ,06-6970223,06-6970223,kpb_linggi@rmp.gov.my,TIADA,
158,BALAI,BALAI POLIS LUKUT,"BALAI POLIS LUKUT,71010 LUKUT PORT DICKSON NEGERI SEMBILAN.",71010,PORT DICKSON,NEGERI SEMBILAN ,06-6511143,,kpb_lukut@rmp.gov.my,TIADA,
159,BALAI,BALAI POLIS TANAH MERAH,"BALAI POLIS TANAH MERAH, 71010 PORT DICKSON NEGERI SEMBILAN.",71960,PORT DICKSON,NEGERI SEMBILAN ,06-6673217,06-6673217,kpb_tanahmerah@rmp.gov.my,TIADA,
160,BALAI,BALAI POLIS BUKIT PELANDOK,"BALAI POLIS BUKIT PELANDOK, 71960 PORT DICKSON, NEGERI SEMBILAN.",71960,PORT DICKSON,NEGERI SEMBILAN ,06-6673212,06-6673212,kpb_bktpelandok@rmp.gov.my,TIADA,
161,BALAI,BALAI POLIS CHUAH,"BALAI POLIS CHUAH, IPD PORT DICKSON, 71960 PORT DICKSON, NEGERI SEMBILAN.",71960,PORT DICKSON,NEGERI SEMBILAN ,06-6581422,06-6581422,kpb_chuah@rmp.gov.my,TIADA,
162,BALAI,BALAI POLIS CHEMBONG,"BALAI POLIS CHEMBONG, IPD REMBAU, 71300 REMBAU, NEGERI SEMBILAN.",71300,REMBAU,NEGERI SEMBILAN ,06-6852222,TIADA,kpb_ chembong@rmp.gov.my,TIADA,
163,BALAI,BALAI POLIS PEDAS,"BALAI POLIS PEDAS, 71400 PEDAS NEGERI SEMBILAN.",71400,REMBAU,NEGERI SEMBILAN ,06-6851223,TIADA,kpb_ pedas@rmp.gov.my,TIADA,
164,BALAI,BALAI POLIS REMBAU,"BALAI POLIS REMBAU, 71300 REMBAU NEGERI SEMBILAN.",71300,REMBAU,NEGERI SEMBILAN ,06-6851222,TIADA,kpb_rembau@rmp.gov.my,TIADA,
165,BALAI,BALAI POLIS KOTA,"BALAI POLIS KOTA, 71350 KOTA NEGERI SEMBILAN.",71300,REMBAU,NEGERI SEMBILAN ,06-4381622,TIADA,kpb_kota@rmp.gov.my,TIADA,
166,BALAI,BALAI POLIS TAMPIN,"BALAI POLIS TAMPIN, 73000 IPD TAMPIN, NEGERI SEMBILAN.",73000,TAMPIN,NEGERI SEMBILAN ,06-4411222,06-4414359,nahar@rmp.gov.my,TIADA,
167,BALAI,BALAI POLIS GEMAS,"BALAI POLIS GEMAS, 73400 GEMAS NEGERI SEMBILAN.",73400,TAMPIN,NEGERI SEMBILAN ,07-9481221,07-9481207,kpb_gemas@rmp.gov.my,TIADA,
168,BALAI,BALAI POLIS GEMENCHEH,"BALAI POLIS GEMENCHEH, 73200 GEMENCHEH NEGERI SEMBILAN.",73200,TAMPIN,NEGERI SEMBILAN ,06-4416223,06-4416223,kpbgemencheh@rmp.gov.my,TIADA,
169,BALAI,BALAI POLIS AIR KUNING SELATAN,"BALAI POLIS AIR KUNING SELATAN, 73200 GEMENCHEH, NEGERI SEMBILAN.",73200,TAMPIN,NEGERI SEMBILAN ,06-4479224,06-4419224,fauzan131.rd@gmail.com,TIADA,
170,BALAI,BALAI POLIS KUALA PILAH,"BALAI POLIS KUALA PILAH, 72000 KUALA PILAH, IPD KUALA PILAH, NEGERI SEMBILAN.",72000,KUALA PILAH,NEGERI SEMBILAN ,06-4814222,06-4810940,kpbk_pilah@rmp.gov.my,TIADA,
171,BALAI,BALAI POLIS MELANG,"BALAI POLIS MELANG, 72000 KUALA PILAH, IPD KUALA PILAH NEGERI SEMBILAN.",72000,KUALA PILAH,NEGERI SEMBILAN ,06-4842222,06-4842222,kpb_melang@rmp.gov.my,TIADA,
172,BALAI,BALAI POLIS TERACHI,"BALAI POLIS TERACHI, 71500 TANJUNG IPOH, NEGERI SEMBILAN.",71500,KUALA PILAH,NEGERI SEMBILAN ,06-4887204,06-4887204,kpb_terachi@rmp.gov.my,TIADA,
173,BALAI,BALAI POLIS SERI MENANTI,"BALAI POLIS SERI MENANTI, 71550 SERI MENANTI, NEGERI SEMBILAN.",71550,KUALA PILAH,NEGERI SEMBILAN ,06-4979584,06-4979584,kpb_serimenanti@rmp.gov.my,TIADA,
174,BALAI,BALAI POLIS JOHOL,"BALAI POLIS JOHOL, 73100 JOHOL, NEGERI SEMBILAN.",73100,KUALA PILAH,NEGERI SEMBILAN ,06-4367222,06-4367222,kpb_johol@rmp.gov.my,TIADA,
175,BALAI,BALAI POLIS DANGI,"BALAI POLIS DANGI, 73100 JOHOL NEGERI SEMBILAN.",73100,KUALA PILAH,NEGERI SEMBILAN ,06-4367224,06-4367224,kpb_dangi@rmp.gov.my,TIADA,
176,BALAI,BALAI TANJUNG IPOH,"BALAI POLIS TANJUNG IPOH, 71500 TANJUNG IPOH, KUALA PILAH, NEGERI SEMBILAN.",71500,KUALA PILAH,NEGERI SEMBILAN ,06-4887201,06-4887201,kpb_tjgipoh@rmp.gov.my,TIADA,
177,BALAI,BALAI POLIS AIR HITAM,"BALAI POLIS AIR HITAM, KM 18 JALAN BAHAU KEMAYANG, 72120 BANDAR SERI JEMPOL NEGERI SEMBILAN.",72120,JEMPOL,NEGERI SEMBILAN ,06-4583826,TIADA,kpb_ayerhitam@ rmp.gov.my,TIADA,
178,BALAI,BALAI POLIS BAHAU,"BALAI POLIS BAHAU, 72100 BAHAU NEGERI SEMBILAN.",72100,JEMPOL,NEGERI SEMBILAN ,06-4541222,TIADA,kpb_bahau@ rmp.gov.my,TIADA,
179,BALAI,BALAI POLIS SERI JEMPOL,"BALAI POLIS BANDAR SERI JEMPOL, 72120 JEMPOL NEGERI SEMBILAN.",72120,JEMPOL,NEGERI SEMBILAN ,06-4582222,TIADA,kpbjempol@ rmp.gov.my,TIADA,
180,BALAI,BALAI POLIS BATU KIKIR,"BALAI POLIS BATU KIKIR, 72200 JEMPOL NEGERI SEMBILAN.",72200,JEMPOL,NEGERI SEMBILAN ,06-4981222,TIADA,kpb_btkikir@ rmp.gov.my,TIADA,
181,BALAI,BALAI POLIS LADANG GADDES,"BALAI POLIS LADANG GADDES, 72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN.",72110,JEMPOL,NEGERI SEMBILAN ,06-4611222,TIADA,kpb_ldggedes@ rmp.gov.my,TIADA,
182,BALAI,BALAI POLIS ROMPIN,"BALAI POLIS ROMPIN, 73500 ROMPIN NEGERI SEMBILAN. ",73500,JEMPOL,NEGERI SEMBILAN ,06-457622,TIADA,kpb_rompin@ rmp.gov.my,TIADA,
183,BALAI,BALAI POLIS SG LUI,"BALAI POLIS SG. LUI, KM 40 JALAN BAHAU KEMAYANG, 72120 BANDAR SERI JEMPOL, NEGERI SEMBILAN.",72120,JEMPOL,NEGERI SEMBILAN ,06-469222,TIADA,kpb_sglui@ rmp.gov.my,TIADA,
184,BALAI,BALAI POLIS KUALA KLAWANG ,"BALAI POLIS KUALA KLAWANG, 71600 KUALA KLAWANG, JELEBU NEGERI SEMBILAN.",71600,JELEBU,NEGERI SEMBILAN ,06-6136222,06-6138879,kpb_kkelawang@ rmp.gov.my,TIADA,
185,BALAI,BALAI POLIS KG. CHENNAH,"BALAI POLIS KG. CHENNAH, 71650 TITI JELEBU NEGERI SEMBILAN.",71650,JELEBU,NEGERI SEMBILAN ,06-6111324,06-6111324,kpb_kgchennah@ rmp.gov.my,TIADA,
186,BALAI,BALAI POLIS PERTANG,"BALAI POLIS PERTANG, 72300 JELEBU NEGERI SEMBILAN.",72300,JELEBU,NEGERI SEMBILAN ,06-4941224,06-4941224,kpb_pertang@  rmp.gov.my,TIADA,
187,BALAI,BALAI POLIS SIMPANG DURIAN,"BALAI POLIS SIMPANG DURIAN, 72400 SIMPANG DURIAN, NEGERI SEMBILAN",72400,JELEBU,NEGERI SEMBILAN ,06-4914223,06-4914223,kpb_spgdurian@  rmp.gov.my,TIADA,
188,BALAI,BALAI POLIS SIMPANG PERTANG,"BALAI POLIS SIMPANG PERTANG, 72300 SIMPANG PERTANG, JELEBU NEGERI SEMBILAN.",72300,JELEBU,NEGERI SEMBILAN ,06-4929222,06-4929222,kpb_spgpertang@rmp.gov.my,TIADA,
189,BALAI,BALAI POLIS TITI,"BALAI POLIS TITI, 71650 TITI JELEBU, NEGERI SEMBILAN.",71650,JELEBU,NEGERI SEMBILAN ,06-6111222,06-6111222,kpb_titi@rmp. gov.my,TIADA,
190,BALAI,BALAI POLIS PAPAR,"IBU PEJABAT 
POLIS DAERAH PAPAR",89608,PAPAR,SABAH,088-912222,088-912861,Kpb-papar@rmp.gov.my,TIADA,
191,BALAI,BALAI POLIS KINARUT,"IBU PEJABAT 
POLIS DAERAH PAPAR",89608,PAPAR,SABAH,088-750281,TIADA,Kpb_kinarut@rmp.gov.my,TIADA,
192,BALAI ,BALAI POLIS BONGAWAN,"IBU PEJABAT 
POLIS DAERAH PAPAR",89608,PAPAR,SABAH,087-861082,087-861082,TIADA,TIADA,
193,BALAI,BALAI POLIS BELURAN,"IBU PEJABAT POLIS DAERAH 
BELURAN",90109,BELURAN,SABAH,089-511222,089-511245,TIADA,TIADA,
194,BALAI ,BALAI POLIS TELUPID, PETI SURAT 13,89300,TELUPID,SABAH,089-521721,089-521722,TIADA,TIADA,
195,BALAI,BALAI POLIS TERUSAN SUGUT,"WDT NO.12,",90109,BELURAN,SABAH,Tiada,Tiada,TIADA,TIADA,
196,BALAI ,BALAI POLIS TAGAS-TAGAS, WDT NO.13,90110,BELURAN,SABAH,Tiada,Tiada,TIADA,TIADA,
197,BALAI,BALAI POLIS KUNAK, PETI SURAT 50,91207,KUNAK,SABAH,089-851222,086-851707,Kbp_kunak@rmp.gov.my,TIADA,
198,BALAI,BALAI POLIS RANCHA-RANCHA,"JALAN RANCHA-RANCHA LAMA, ",87000,WILAYAH PERSEKUTUAN LABUAN,WILAYAH PERSEKUTUAN ,087-410067,TIADA,balairancharancha@gmail.com,TIADA,
199,BALAI,BALAI POLIS BEBULOH,"PETI SURAT 87010, JALAN BEBULOH, ",87000,WILAYAH PERSEKUTUAN LABUAN,WILAYAH PERSEKUTUAN ,087- 463008,Tiada,TIADA,TIADA,
200,BALAI,BALAI POLIS LUBOK TEMIANG,"SIMPANG POLIS, KG. LUBOK TEMIANG, ",87007,WILAYAH PERSEKUTUAN LABUAN,WILAYAH PERSEKUTUAN ,087–468555,Tiada,TIADA,BALAI POLIS LUBOK TEMIANG,
201,BALAI,BALAI POLIS LABUAN,"PETI SURAT 81004,  WP. LABUAN",87020,WILAYAH PERSEKUTUAN LABUAN,WILAYAH PERSEKUTUAN ,087 - 421411,Tiada,TIADA,TIADA,
202,BALAI,BALAI POLIS KINABATANGAN ,WDT 17,90200,KINABATANGAN,SABAH ,089-561890 samb. 16,089-561559,TIADA,TIADA,
203,BALAI,BALAI POLIS SUKAU, WDT 17,90200,KINABATANGAN,SABAH ,089-563064,TIADA,TIADA,TIADA,
204,BALAI,BALAI POLIS TONGOD,PETI SURAT NO.1 POS MINI TONGOD,89320,KINABATANGAN,SABAH ,087-748222,TIADA,TIADA,TIADA,
205,BALAI,BALAI POLIS LAHAD DATU,"IBU PEJABAT POLIS DAERAH LAHAD DATU, P/S 60133",91111,LAHAD DATU,SABAH,089-881255 089-881650 089-881769,089-882633,TIADA,TIADA,
206,BALAI,BALAI POLIS TAMBISAN,"IBU PEJABAT POLIS DAERAH LAHAD DATU, P/S 60133",91111,LAHAD DATU,SABAH,013-8500089,,TIADA,TIADA,
207,BALAI,BALAI POLIS TUNGKU,"IBU PEJABAT POLIS DAERAH LAHAD DATU, P/S 60133",91150,LAHAD DATU,SABAH,089-871318,089-871318,TIADA,TIADA,
208,BALAI,BALAI POLIS CENDERAWASIH,"IBU PEJABAT POLIS DAERAH LAHAD DATU, P/S 60133",91111,CENDERAWASIH,SABAH,089-812818,089-812817,jaafar_hakim@yahoo.com,TIADA,
209,BALAI,BALAI POLIS DESA KENCANA,"IBU PEJABAT POLIS DAERAH LAHAD DATU, P/S 60133",91111,DESA KENCANA,SABAH,089-812317,089-812318,TIADA,TIADA,
210,BALAI,BALAI POLIS KOTA BELUD,PETI SURAT 126,89158,KOTA BELUD,SABAH,088-976600,088-976222,dcckbelud@rmp.gov.my,TIADA,
211,BALAI,BALAI POLIS SANDAKAN,PETI SURAT 37,90400,SANDAKAN,SABAH,089-221251 / 252,089-213635,balaipolissandakan@gmail.com,TIADA,
212,BALAI,BALAI POLIS KM 52 ULU DUSUN,PETI SURAT 37,90400,SANDAKAN,SABAH,089-565517,089-568322,balaipoliskm52@yahoo.com,TIADA,
213,BALAI,BALAI POLIS RANAU,IBU PEJABAT POLIS DAERAH RANAU,89307,RANAU,SABAH,088-875222,088-876614,kpdranau@rmp.gov.my,TIADA,
214,BALAI,BALAI POLIS KUNDASANG,(BALAI POLIS KUNDASANG)IBU PEJABAT POLIS DAERAH RANAU,89307,RANAU,SABAH,088-889122,NIL,TIADA,TIADA,
215,BALAI,BALAI POLIS SEMPORNA,"PETI SURAT 75, IBU PEJABAT POLIS DAERAH",91307,SEMPORNA,SABAH,089-792020,089-782320,kpb_semporna@rmp.gov.my,Polis Daerah Semporna,
216,BALAI,BALAI POLIS PULAU BUM-BUM,"PETI SURAT 75, BALAI POLIS PULAU BUM-BUM ",91307,SEMPORNA,SABAH,089-786002,NIL,TIADA,Polis Daerah Semporna- Official,
217,BALAI,BALAI POLIS KENINGAU, IBU PEJABAT POLIS DAERAH,89007,KENINGAU,SABAH,087-3332222,087-330222,TIADA,TIADA,
218,BALAI,BALAI POLIS TAMBUNAN," PETI SURAT NO 23, ",89657,KENINGAU,SABAH,087 -774427,,kpb_tambunan@rmp.gov,TIADA,
219,BALAI,BALAI POLIS SOOK,IBU PEJABAT POLIS DAERAH ,89007,KENINGAU,SABAH,087-3332222,087-330222,NIL,TIADA,
220,BALAI,BALAI NABAWAN,"PETI SURAT NO 65,",89007,KENINGAU,SABAH,087-3666380,NIL,TIADA,TIADA,
221,BALAI,BALAI POLIS TAWAU,PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-768730,089-763716,kpb_tawau@rmp.gov.my,TIADA,
222,BALAI,BALAI POLIS BOMBALAI,PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-768730,089-763716,kpb_ bombalai@rmp.gov.my,TIADA,
223,BALAI,BALAI POLIS BERGOSONG,PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-926623,089-763716,jamaludinmat@rmp.gov.my,TIADA,
224,BALAI,BALAI POLIS KALABAKAN ,PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-744222,089-763716,balaipoliskalabakan@yahoo.com,balaipoliskalabakan@yahoo.com,
225,BALAI,BALAI POLIS WALACE BAY,PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-926358,089-763716,kpb_wallcebay@rmp.gov.my,TIADA,
226,BALAI,BALAI POLIS BANDAR SRI INDAH,BATU 10 JALAN APAS PETI SURAT 70,91007 TAWAU,TAWAU,SABAH,089-776006,089-763716,TIADA,TIADA,
227,BALAI,BALAI POLIS KOTA MARUDU,"PETI SURAT 85, IBU PEJABAT POLIS  DAERAH KOTA MARUDU, ",95108,KOTA MARUDU,SABAH,088-661066,088-662730,kpbkotamarudu@rmp.gov.my,Polis Daerah Kota Marudu,
228,BALAI,BALAI POLIS PITAS,"PETI SURAT 85, IBU PEJABAT POLIS DAERAH KOTA MARUDU, S",95108,KOTA MARUDU,SABAH,088-622808,,kpbpitas@rmp.gov.my,Balai Polis Pitas,
229,BALAI,BALAI POLIS KOTA KINABALU,JALAN DEWAN,88999,KOTA KINABALU,SABAH,088-310254,TIADA,balaipoliskotakinabalu@gmail.com,Balai Polis Kota Kinabalu,
230,BALAI,BALAI POLIS KARAMUNSING,BEG BERKUNCI 2008,88998,KOTA KINABALU,SABAH,088-529222,088-225144,mdfahmihaikal@gmail.com,TIADA,
231,BALAI,BALAI POLIS TANJONG ARU,BALAI POLIS TANJONG ARU,88100,KOTA KINABALU,SABAH,088-215044,088-215043,wagiman0930@gmail.com,TIADA,
232,BALAI,BALAI POLIS LTAB KOTA KINABALU,"ARAS 3, BALAI POLIS LTAB KOTA KINABALU",88200,KOTA KINABALU,SABAH,088-413849,088-413862,bpkkia@gmail.com,Balai Polis LTAB KKIA,
233,BALAI,BALAI POLIS LUYANG,JALAN KOLAM FASA 1,88300,KOTA KINABALU,SABAH,088-253470,088-310291,Luyangoscar07@gmail.com,TIADA,
234,BALAI,BALAI POLIS INANAM,INANAM BUSINESS CENTRE,88450,KOTA KINABALU,SABAH,088-438781,088-438781,inanam66@gmail.com,TIADA,
235,BALAI,BALAI POLIS MANGGATAL,"BALAI POLIS MENGGATAL, 88450 KOTA KINABALU SABAH.",88450,KOTA KINABALU,SABAH,088-492222,088-491724,balaimenggatal12@gmail.com,TIADA,
236,BALAI,BALAI POLIS ALAM MESRA,JALAN SULAMAN,88450,KOTA KINABALU,SABAH,088-488222,TIADA,alamesrakk180@gmail.com,TIADA,
237,BALAI,BALAI POLIS PULAU GAYA,BEG BERKUNCI 2008,88998,KOTA KINABALU,SABAH,088-220221,TIADA,Bp.esszonegaya@gmail.com,TIADA,
238,BALAI ,BALAI POLIS PENAMPANG,PETI SURAT 342,89507,PENAMPANG,SABAH,088-712222,088-718987,TIADA,TIADA,
239,BALAI ,BALAI POLIS PUTATAN,LOT 54 TAMAN DARIUS,88200,PUTATAN,SABAH,088-764987,088-764987,TIADA,TIADA,
240,BALAI,BALAI POLIS SIPITANG, IBU PEJABAT POLIS DAERAH SIPITANG,89850,SIPITANG,SABAH,087-821222,087-821967,TIADA,TIADA,
241,BALAI,BALAI POLIS SINDUMIN,BALAI POLIS SINDUMIN,89850,SIPITANG,SABAH,087-811361,TIADA,TIADA,TIADA,
242,BALAI,BALAI POLIS KUDAT,IBU PEJABAT POLIS DAERAH KUDAT PETI SURAT 68,89057,KUDAT,SABAH,088-611312,088-613393,kpdkudat@rmp.gov.my,IBU PEJABAT POLIS DAERAH KUDAT,
243,BALAI,BALAI POLIS KARAKIT,IBU PEJABAT POLIS DAERAH KUDAT PETI SURAT 68,89057,KUDAT,SABAH,019-3181566,088-613393,kpdkudat@rmp.gov.my,IBU PEJABAT POLIS DAERAH KUDAT,
244,BALAI,BALAI POLIS TUARAN,"BALAI POLIS TUARAN, PETI SURAT 80",89207,TUARAN,SABAH,088-791933,088-791300,kpb_tuaran@rmp.gov.my,PDRM TUARAN,
245,BALAI,BALAI POLIS  TAMPARULI,"BALAI POLIS TAMPARULI, PETI SURAT 73, 89257 TAMPARULI, TUARAN SABAH.",89257,TUARAN,SABAH,088-782322,TIADA,kpb_tamparuli@rmp.gov.my,TIADA,
246,BALAI,BALAI POLIS TENOM,"PETI SURAT 263, IBU PEJABAT POLIS DAERAH TENOM",89908,TENOM,SABAH,087-733503,087-737854,kpbtenom@rmp.gov.my,Polis Daerah Tenom,
247,BALAI,BALAI POLIS KEMABONG,"PETI SURAT 263, IBU PEJABAT POLIS DAERAH TENOM",89908,TENOM,SABAH,087-733222,087-737854,TIADA,Polis Daerah Tenom,
248,BALAI,"BALAI POLIS BEAUFORT,", PETI SURAT 28 BEAUFORT,89807,BEAUFORT,SABAH,087211222,087213730,kpbbeaufort@rmp.gov.my,TIADA,
249,BALAI,BALAI POLIS KUALA PENYU,"BALAI POLIS KUALA PENYU, PETI SURAT 21",89747,BEAUFORT,SABAH,087-884222,Tiada,kpb_kpenyu@rmp.gov.my,TIADA,
250,BALAI,BALAI POLIS MEMBAKUT,"BALAI POLIS MEMBAKUT, POLIS DIRAJA MALAYSIA, MEMBAKUT",89720,BEAUFORT,SABAH,087-887222,TIADA,kpb_membakut@rmp.gov.my,TIADA,
251,BALAI ,BALAI POLIS MARUDI,JALAN SENTOSA,98050,MARUDI,SARAWAK,085-755221,085-755961,kpdmarudi@rmp,TIADA,
252,BALAI,BALAI POLIS LONG LAMA,JALAN MAWAR,98300,LONG LAMA,SARAWAK,085-771372,085-771372,wahid_abdlh@rmp,TIADA,
253,BALAI,BALAI POLIS BELURU,"BALAI POLIS BELURU, IPD BARAM (MARUDI), 98050 BELURU SARAWAK",98050,BELURU,SARAWAK,012-8552527 (KPB),TIADA,kpb_beluru@rmp.,TIADA,
254,BALAI,BALAI POLIS BARIO,"BALAI POLIS BARIO, IPD MARUDI JALAN SENTOSA, 98050 MARUDI SARAWAK.",98050,BARIO,SARAWAK,019-8530037 (KPB),TIADA,kpb_bario@rmp,TIADA,
255,DAERAH,BALAI POLIS BINTULU,"IBU PEJABAT POLIS DAERAH BINTULU, JALAN TUN HUSSIEN ONN",97000,BINTULU,SARAWAK,086-332044,086-316097,dccbintulu@rmp.gov.my,PDRM BINTULU,
256,DAERAH,BALAI POLIS KIDURONG,,97000,BINTULU,SARAWAK,086-332044,086-316097,dccbintulu@rmp.gov.my,PDRM BINTULU,
257,DAERAH,BALAI POLIS TUBAU,,97000,BINTULU,SARAWAK,086-332044,086-316097,dccbintulu@rmp.gov.my,PDRM BINTULU,
258,DAERAH,BALAI POLIS BELAGA,JALAN SMK BELAGA,96900,BELAGA,SARAWAK,086-461318,086-461298,kpdbelaga@rmp.gov.my,IPD Belaga,
259,DAERAH,IBU PEJABAT POLIS DAERAH SERIAN,JALAN BANDAR,94700,SERIAN,SARAWAK,082-874201,082-874244,kpdserian@rmp.gov.my,PDRM IPDSERIAN,
260,BALAI,BALAI POLIS SERIAN,JALAN BANDAR,94700,SERIAN,SARAWAK,082-874014,082-874244,kpb_serian@rmp.gov.my,TIADA,
261,BALAI,BALAI POLIS TEBEDU,JALAN SERIAN-TEBEDU,94760,TEBEDU,SARAWAK,082-797202,TIADA,kpb_tebedu@rmp.gov.my,TIADA,
