date,title,link,content
23 Dec 2014,Payment Card Reform Framework,https://www.bnm.gov.my/-/payment-card-reform-23122014,"









Reading:
Payment Card Reform Framework

  Share:




    Shares
  




















Payment Card Reform Framework
Release Date:   23 Dec 2014





Issuance Date

23 December 2014
Effective Date

15 January 2015 (with respect to the requirements set out in paragraphs 8.8, 9.1(a), 9.2(a), 9.6 and 9.8 in the Policy Document); and
1 July 2015 (with respect to all other requirements in the Policy Document).

Applicability

Applicable to the following entities as defined in paragraph 6.2 of the Policy Document:

Issuers of credit card, debit card and international prepaid card;
Acquirers of credit card, debit card and international prepaid card transactions;
Operators of payment card networks; and
Approved operators of payment systems including operators of payment card networks (with respect to paragraph 9.6 of the Policy Document only).

Summary 

The Payment Card Reform Framework (the Framework) aims to foster an efficient, transparent and competitive payment card industry in Malaysia.

In this regard, the Framework establishes an objective and transparent mechanism for the reimbursement of fees among players in the payment card industry to ensure that the cost of accepting payment cards is fair and reasonable.

The Framework also introduces a series of measures to address other distortions in the payment card market in order to promote greater usage and acceptance of cost-effective payment cards.
Issuing Department

Payment Systems Policy Department
See also:

Payment Card Reform Framework
Frequently Asked Questions (FAQs)

© 2024 Bank Negara Malaysia. All rights reserved.





"
19 Dec 2014,Repurchase Agreement Transactions,https://www.bnm.gov.my/-/repurchase-agreement-transactions-19122014,"









Reading:
Repurchase Agreement Transactions

  Share:




    Shares
  




















Repurchase Agreement Transactions
Release Date:   19 Dec 2014





Issuance Date
2 December 2014
Effective Date
2 December 2014
Applicability
FSA
Summary
The policy document on repurchase agreement (repo) transactions aims to:-

(a) set out the scope of repo transactions that can be conducted by licensed banks and licensed investment banks; and
(b) promote sound risk management practices by licensed banks and licensed investment banks particularly credit risk, market risk, counterparty risk and settlement risk for the conduct of repo transactions.
Click here to view.
© 2024 Bank Negara Malaysia. All rights reserved.





"
17 Dec 2014,RINGGIT Newsletter (October 2014 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-october-2014-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (October 2014 issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (October 2014 issue) is now available for download.
Release Date:   17 Dec 2014





The highlight for this month is ""Kereta Baharu Vs Kereta Terpakai?"".
Other topics of interest include :

Kepentingan membuat Perjanjian Penyewaan
Melabur untuk Pertumbuhan atau Pendapatan?
Pentingnya Prinsip Undang- Undang Lemon
Tawaran Perlindungan Insurans melalui Talian

RINGGIT is a joint-effort publication between Bank Negara Malaysia and FOMCA and it is a monthly publication.
This publication is published in Bahasa Malaysia only.
Click on the link below to get the latest issue :
Issue -October/2014 [PDF]
© 2024 Bank Negara Malaysia. All rights reserved.





"
21 Nov 2014,"BNM to host the BNM Economics Research Workshop 2014 on ""The Structural Challenges of Achieving Sustained and Inclusive Growth""",https://www.bnm.gov.my/-/bnm-to-host-the-bnm-economics-research-workshop-2014-on-the-structural-challenges-of-achieving-sustained-and-inclusive-growth-,"









Reading:
BNM to host the BNM Economics Research Workshop 2014 on ""The Structural Challenges of Achieving Sustained and Inclusive Growth""

  Share:




    Shares
  




















BNM to host the BNM Economics Research Workshop 2014 on ""The Structural Challenges of Achieving Sustained and Inclusive Growth""
Release Date:   21 Nov 2014





Bank Negara Malaysia is organising a research workshop on ""The Structural Challenges of Achieving Sustained and Inclusive Growth"", to be held at the Conference Hall 1, Sasana Kijang, on 1 December 2014.
This event aims to provide a platform for policy-oriented researchers and market participants to examine and debate on the current economic and financial market issues faced by the regional economies. The theme focuses on the key issue of achieving sustained and inclusive growth. Country experiences reveal that social or political resistance to growth models tend to develop when the growth benefits are reaped inequitably. Yet, in an increasingly integrated world with rapid technological changes and shifting competitive advantages, achieving sustained fast-paced economic growth that is also inclusive represents a policy challenge.
The workshop will observe a mixed group of speakers and participants from the regional central banks, think tanks, academicians and the private sector. For more information on the workshop agenda, please click here.
© 2024 Bank Negara Malaysia. All rights reserved.





"
19 Nov 2014,RINGGIT Newsletter (September 2014 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-september-2014-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (September 2014 issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (September 2014 issue) is now available for download.
Release Date:   19 Nov 2014





The highlight for this month is ""Pengurusan Kewangan: Kemahiran Untuk Semua Orang"".
Other topics of interest include :

Kad Kredit: Terma Dan Syarat Yang Perlu Anda Ketahui
Tiga Isu Utama Persaraan
Bijak Memilih Produk Kecantikan
AMANAH RAYA

RINGGIT is a joint-effort publication between Bank Negara Malaysia and FOMCA and it is a monthly publication.
This publication is published in Bahasa Malaysia only.
Click on the link below to get the latest issue :
Issue -September/2014 [PDF]
© 2024 Bank Negara Malaysia. All rights reserved.





"
11 Nov 2014,Concept Paper on Management of Participating Life Policy Business,https://www.bnm.gov.my/-/concept-paper-on-management-of-participating-life-policy-business,"









Reading:
Concept Paper on Management of Participating Life Policy Business

  Share:




    Shares
  




















Concept Paper on Management of Participating Life Policy Business
Release Date:   11 Nov 2014





This concept paper (CP) sets out the proposed standards on the management of participating life policy business. The proposed standards aim to promote effective governance, which pays due consideration to the interests of policyholders. All existing requirements by the Bank, where relevant, have been consolidated in the CP, to which further enhancements have been made.
The CP provides more elaboration on the Bank’s expectations in relation to the determination of cohorts and cross-subsidisation, the use of the estate, Policy Owners’ Reasonable Expectations, as well as the bonus supportability assessment. The CP also proposes enhancements to disclosure requirements, in order to increase the quality of communication between insurers and their stakeholders.
The Bank invites written feedback on this CP, including responses to specific questions set out in this CP. To facilitate the Bank's assessment, please support each feedback with a clear rationale, with accompanying assessments, as appropriate.
Responses and must be submitted to the Bank by 15/12/2014:
Pengarah
Jabatan Dasar Kewangan Pruden
Bank Negara Malaysia
Jalan Dato' Onn
50480 Kuala Lumpur
Email: pfpconsult@bnm.gov.my
Attachment: Concept Paper - Management of Participating Life Policy Business
© 2024 Bank Negara Malaysia. All rights reserved.





"
23 Oct 2014,Capital Adequacy Framework for Financial Holding Companies – Discussion paper,https://www.bnm.gov.my/-/capital-adequacy-framework-for-financial-holding-companies-discussion-paper,"









Reading:
Capital Adequacy Framework for Financial Holding Companies – Discussion paper

  Share:




    Shares
  




















Capital Adequacy Framework for Financial Holding Companies – Discussion paper
Release Date:   23 Oct 2014





Effective Date
The consultation period for this discussion paper ends on 23 December 2014
Applicability
All financial holding companies approved under section 112 of the Financial Services Act 2013 (FSA) or section 124 of the Islamic Financial Services Act 2013 (IFSA)
Summary
This discussion paper sets out the proposals to extend the Capital Adequacy Framework and Capital Adequacy Framework for Islamic Banks to financial holding companies approved under the FSA and IFSA respectively.
The objectives of applying the capital requirements to the financial holding companies at consolidated level are:

to ensure that the group as a whole is adequately capitalised to support its group-wide risks;
to address the multiple gearing of capital and excessive leverage within the financial group which may undermine the financial strength of licensed institutions within the group; and
to achieve greater consistency in disclosed capital ratios between financial groups headed by a bank and by a financial holding company.

This discussion paper shall be read together with the Capital Adequacy Framework and Capital Adequacy Framework for Islamic Banks, which are the base of the proposal.
The Bank invites written feedback on this discussion paper, including suggestions for particular issues or areas to be clarified and any alternative proposals that the Bank should consider. To facilitate the Bank's assessment, please support each comment with a clear rationale, accompanying evidence or illustration, as appropriate.
Additional instructions

In addition to providing general feedback, financial holding companies are required to respond to the specific questions set out throughout this discussion paper.
Financial holding companies are required to compute their capital ratios for their 30 June 2014 financial position using the reporting template provided (Attachment 1)

Feedback must be submitted by 23 December 2014 to:

Pengarah
Jabatan Dasar Kewangan Pruden
Bank Negara Malaysia
Jalan Dato' Onn
50480 Kuala Lumpur
Email: pfpconsult@bnm.gov.my

Electronic submission is encouraged. Submission received may be made public unless confidentiality is specifically requested for the whole or part of the submission.
Issuing Departments
Prudential Financial Policy Department
Islamic Banking and Takaful Department
Download Attachment
Attachment 1 - Capital Adequacy Framework for Financial Holding Companies
Attachment 2 - Capital Reporting Forms
© 2024 Bank Negara Malaysia. All rights reserved.





"
21 Oct 2014,RINGGIT Newsletter (August 2014 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-august-2014-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (August 2014 issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (August 2014 issue) is now available for download.
Release Date:   21 Oct 2014





The highlight for this month is ""Cara Mendidik Anak Mengenai Pengurusan Wang"".
Other topics of interest include :

Jimat Belanja Dapur
Kisah Benar : Hidup bersara bebas hutang
5 Cara Mendidik Anak Mengenai Pengurusan Wang
Pembantu Rumah : Membantu atau Membebankan?
Perkhidmatan penerbangan kos rendah

RINGGIT is a joint-effort publication between Bank Negara Malaysia and FOMCA and it is a monthly publication.
This publication is published in Bahasa Malaysia only.
Click on the link below to get the latest issue :
Issue -August/2014 [PDF]
 
© 2024 Bank Negara Malaysia. All rights reserved.





"
16 Oct 2014,Circular Pursuant to the Coming into Force of the Amendments to the AMLATFA,https://www.bnm.gov.my/-/circular-pursuant-to-the-coming-into-force-of-the-amendments-to-the-amlatfa-1,"









Reading:
Circular Pursuant to the Coming into Force of the Amendments to the AMLATFA

  Share:




    Shares
  




















Circular Pursuant to the Coming into Force of the Amendments to the AMLATFA
Release Date:   16 Oct 2014





Effective Date
1 September 2014 & 1 October 2014
Applicability

Authorised person, an operator of a designated payment system, a registered person, as the case may be, under the Financial Services Act 2013 (FSA) and Islamic Financial Services Act 2013 (IFSA);
Prescribed institutions under the Development Financial Institutions Act 2002 DFIA);
Money services business licensed under the Money Services Business Act 2011 (MSBA); and/or
Reporting Institutions under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA)

Summary
The purpose of this circular is to inform the reporting institutions (RIs) of the coming into force of the AMLATFA amendments on the 1 September 2014 and 1 October 2014 for provisions relating to Part IVA of the AMLATFA.
Queries related to this document may be directed to the following officers: Bank Negara Malaysia’s general line: 03-2698 8044




Name


E-mail


Extension No.



Pn. Suhanna Omar
suhanna@bnm.gov.my

8838



Pn. Nurul Fitrah Md Nazri
nfitrah@bnm.gov.my

7478



En. Mohamad Haizad Safie
haizad@bnm.gov.my

8094





Issuing Department
Jabatan Perisikan Kewangan dan Penguatkuasaan

Download Attachment

Circular Pursuant to the Coming into Force of the Amendments to the AMLATFA

© 2024 Bank Negara Malaysia. All rights reserved.





"
15 Oct 2014,Circular Pursuant to the Anti-Money Laundering and Anti-Terrorism Financing (Security Council Resolution) (Al-Qaida and Taliban) (Amendment) Order 2014,https://www.bnm.gov.my/-/circular-pursuant-to-the-anti-money-laundering-and-anti-terrorism-financing-security-council-resolution-al-qaida-and-taliban-amendment-order-2014-1,"









Reading:
Circular Pursuant to the Anti-Money Laundering and Anti-Terrorism Financing (Security Council Resolution) (Al-Qaida and Taliban) (Amendment) Order 2014

  Share:




    Shares
  




















Circular Pursuant to the Anti-Money Laundering and Anti-Terrorism Financing (Security Council Resolution) (Al-Qaida and Taliban) (Amendment) Order 2014
Release Date:   15 Oct 2014





Effective Date
10 September 2014
Applicability

Authorised person, an operator of a designated payment system, a registered person, as the case may be, under the Financial Services Act 2013 (FSA) and Islamic Financial Services Act 2013 (IFSA);
Prescribed institutions under the Development Financial Institutions Act 2002 DFIA);
Money services business licensed under the Money Services Business Act 2011 (MSBA); and/or
Reporting Institutions under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA)

Summary

The purpose of this circular is to inform institutions that the Minster of Home Affairs has issued the Anti-Money Laundering and Anti-Terrorism Financing (Security Council Resolution) (Al-Qaida and Taliban) (Amendment) Order 2014 (hereinafter referred to as the “Order""), which has been gazetted and enforced from 10 September 2014.
This amended Order is to give effect to the assets freeze measures imposed by Security Council of the United Nation, which is provided under Sections 66C and 66D of the AMLATFA by making direct reference to the Consolidated Lists available in the UN website for both Resolutions pertaining Al-Qaida and the Taliban.
For the implementation of this Order, all institutions are required to regularly check the list of specified individual and entities from United Nation’s website as follows:

1267 Committee List (Al-Qaida Sanction List):http://www.un.org/sc/committees/1267/aq_sanctions_list.shtml
1988 Committee List (Taliban Sanction List): http://www.un.org/sc/committees/1988/list.shtml

Institutions are reminded that the following requirements under Anti-Money Laundering and Anti-Terrorism Financing (Security Council Resolution) (Al-Qaida and Taliban) Order 2011 [P.U.(A)402] are still applicable and institutions are required to:

freeze without delay all property owned, undertaking owned or controlled directly or indirectly by the specified entity;
reject or block any transaction by the specified entity and/or
report such determination that they are in possession or control of the property owned or controlled by or on behalf of the entity to the Financial Intelligence and Enforcement Department (FIED), Bank Negara Malaysia at every six months interval (January and July).

In addition, with effect of the Order, all property owned, undertaking owned or controlled directly or indirectly by the specified entity can be released automatically once the specified entity is delisted from the Consolidated Lists in the United Nations’ website.
Queries related to this document may be directed to the following officers: Bank Negara Malaysia’s general line: 03-2698 8044




Name


E-mail


Extension No.



Dr. Sarah Azlina Che Rohim
sarahlina@bnm.gov.my

8430



En. Asraf Hafizi Mohd
asraf@bnm.gov.my

8095



En Ashraf Faris Alias
ashrafaris@bnm.gov.my

7222





Download Attachment

Circular Pursuant to the Coming into Force of the Amendments to the AMLATFA

 
Issuing Department
Jabatan Perisikan Kewangan dan Penguatkuasaan
© 2024 Bank Negara Malaysia. All rights reserved.





"
10 Oct 2014,Concept Paper on Payment Card Reform Framework,https://www.bnm.gov.my/-/concept-paper-on-payment-card-reform-framework-1,"









Reading:
Concept Paper on Payment Card Reform Framework

  Share:




    Shares
  




















Concept Paper on Payment Card Reform Framework
Release Date:   10 Oct 2014





This Concept Paper sets out the draft Policy Document which outlines the framework to regulate the setting of interchange fees for domestic payment card transactions and the measures to address other distortions in the payment card market in order to foster an efficient, transparent and competitive payment card industry in Malaysia.
Bank Negara Malaysia (the Bank) invites written comments on this Concept Paper. To facilitate the Bank's assessment, please support each comment with a clear rationale, supporting evidence or illustration and proposed alternative, where relevant.

Please submit all written comments to the Bank by 10 November 2014 addressed to-
Pengarah
Jabatan Dasar Sistem Pembayaran
Bank Negara Malaysia
Jalan Dato' Onn
50480 Kuala Lumpur
Email: payment@bnm.gov.my
Should you require further clarification, please contact any of the following officers:

Yip Kah Kit       
	Email: yip@bnm.gov.my
	 
Nur Ain Razali  
	Email: nurainraz@bnm.gov.my


Attachment: Concept Paper - Payment Card Reform Framework
© 2024 Bank Negara Malaysia. All rights reserved.





"
10 Oct 2014,Download the 2015 Budget Speech by Prime Minister of Malaysia,https://www.bnm.gov.my/-/download-the-2015-budget-speech-by-prime-minister-of-malaysia,"









Reading:
Download the 2015 Budget Speech by Prime Minister of Malaysia

  Share:




    Shares
  




















Download the 2015 Budget Speech by Prime Minister of Malaysia
Release Date:   10 Oct 2014





The 2015 Budget Speech by YAB Dato' Sri Mohd. Najib Tun Abdul Razak, Prime Minister. Click on the hyperlink below to download.

The 2015 Budget Speech

© 2024 Bank Negara Malaysia. All rights reserved.





"
01 Oct 2014,Information on e-payment services and fees,https://www.bnm.gov.my/-/information-on-e-payment-services-and-fees-1,"









Reading:
Information on e-payment services and fees

  Share:




    Shares
  




















Information on e-payment services and fees
Release Date:   01 Oct 2014





Effective 1 October 2014, banking institutions will be publishing the information on selected e-payment services and fees in the websites of Bank Negara Malaysia (BNM), The Association of Banks in Malaysia (ABM), and The Association of Islamic Banking Institutions Malaysia (AIBIM). The information will also be available in all banking institutions’ websites as well as their branches. Two comparative tables, each for individuals and businesses on selected e-payment services offered by the respective banking institutions together with the fees are now available in BNM's website.
The tables would also be accessible from the ABM and AIBIM websites. There will also be links to all individual banks' websites on more detailed information, such as crediting time, operating hours, payment references and transaction limits.
Please click the link below to view the comparative tables.

Individual [PDF]
Business [PDF]

© 2024 Bank Negara Malaysia. All rights reserved.





"
30 Sep 2014,Concept Paper on Liquidity Coverage Ratio,https://www.bnm.gov.my/-/concept-paper-on-liquidity-coverage-ratio,"









Reading:
Concept Paper on Liquidity Coverage Ratio

  Share:




    Shares
  




















Concept Paper on Liquidity Coverage Ratio
Release Date:   30 Sep 2014





Effective Date
The consultation period for this concept paper ends on 30 November 2014.
Applicability
All financial institutions which are licensed persons under the Financial Services Act 2013 and the Islamic Financial Services Act 2013.
Summary
This concept paper outlines Bank Negara Malaysia’s approach to implementing the Liquidity Coverage Ratio (LCR), as part of the implementation of the Basel III reform measures. Specifically, this paper covers the following areas:

scope and level of application of the LCR;
implementation timeline and the relevant transition arrangements;
eligible stock of high-quality liquid assets (HQLA); and
treatment for cash-flow items for the purposes of the LCR computation

Bank Negara Malaysia (the Bank) invites written comments on this concept paper, including suggestions for particular areas to be clarified or elaborated further and any alternative proposals which the Bank should consider. To facilitate the Bank's assessment, please support each comment with a clear rationale, or accompanying evidence or illustration, as appropriate.
Responses and any other queries shall be submitted to:
Pengarah
Jabatan Dasar Kewangan Pruden
Bank Negara Malaysia
Jalan Dato' Onn
50480 Kuala Lumpur
Email: basel3@bnm.gov.my
Issuing Departments
Prudential Financial Policy Department
Islamic Banking and Takaful Department
Attachment: Concept Paper – Liquidity Coverage Ratio
© 2024 Bank Negara Malaysia. All rights reserved.





"
29 Sep 2014,RINGGIT Newsletter (July 2014 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-july-2014-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (July 2014 issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (July 2014 issue) is now available for download.
Release Date:   29 Sep 2014





The highlight for this month is ""Perangkap Hutang"".
Other topics of interest include :

Bagaimana Anda Menginsuranskan Pinjaman Rumah: MRTA atau MLTA?
Apakah Simpanan Tetap? Bagaimana Simpanan Tetap Berfungsi?
Berhati-hati dengan Pusat Khidmat Kecantikan
Pembelian Produk secara Bayaran Ansuran

RINGGIT is a joint-effort publication between Bank Negara Malaysia and FOMCA and it is a monthly publication.
This publication is published in Bahasa Malaysia only.
Click on the link below to get the latest issue :
Issue -July/2014 [PDF]
© 2024 Bank Negara Malaysia. All rights reserved.





"
25 Sep 2014,Concept Paper: Compliance,https://www.bnm.gov.my/-/concept-paper-compliance,"









Reading:
Concept Paper: Compliance

  Share:




    Shares
  




















Concept Paper: Compliance
Release Date:   25 Sep 2014





The Bank is issuing this concept paper on compliance to promote higher standards of compliance in all financial institutions which are licensed persons under the Financial Services Act 2013 and Islamic Financial Services Act 2013, and development financial institutions prescribed under the Development Financial Institutions Act 2002.
The requirements in this concept paper complement the Bank’s risk-based supervisory framework, and seek to, among others, ensure that effective compliance policies and procedures are followed and that senior management of the financial institutions above take appropriate corrective action when compliance failures are identified.
The Bank invites written comments on this concept paper, including suggestions for particular issues/areas to be clarified or elaborated further and any alternative proposals that the Bank should consider. To facilitate the Bank’s assessment, please support each comment with a clear rationale, accompanying evidence or illustration, as appropriate.
Responses must be submitted by 25 November 2014 to:

Pengarah
Jabatan Dasar Kewangan Pruden
Bank Negara Malaysia
Jalan Dato' Onn
50480 Kuala Lumpur

Email: pfpconsult@bnm.gov.my
Electronic submission is encouraged. Submissions received may be made public unless confidentiality is specifically requested for the whole or part of the submission.
Attachment 

Concept Paper: Compliance

© 2024 Bank Negara Malaysia. All rights reserved.





"
10 Sep 2014,Malaysia has been selected to host AFI Network’s new headquarters,https://www.bnm.gov.my/-/malaysia-has-been-selected-to-host-afi-network-s-new-headquarters,"









Reading:
Malaysia has been selected to host AFI Network’s new headquarters

  Share:




    Shares
  




















Malaysia has been selected to host AFI Network’s new headquarters
Release Date:   10 Sep 2014





The Alliance for Financial Inclusion (AFI) Steering Committee announced today that AFI's permanent headquarters would be established in Sasana Kijang, Kuala Lumpur, Malaysia.
The announcement was made at the organization's Annual General Meeting, kicking off the 2014 Global Policy Forum (GPF) in Port of Spain, Trinidad and Tobago.
The Alliance for Financial Inclusion (AFI) Bank Negara Malaysia led the bid from Malaysia, which was ultimately chosen from a group of shortlisted candidates that also included strong proposals from Brazil, Mexico and Turkey.
Refer to AFI's website for more information.
 

About the Alliance for Financial Inclusion (AFI)

AFI is led by its members and partners, central banks and other financial regulatory institutions from developing countries. A previously untapped yet massive reservoir of knowledge and experience, AFI's members serve to give voice to the opportunities and challenges facing the unbanked in developing nations.

AFI's unique peer-to-peer learning model encourages and enables financial policymakers to interact and exchange knowledge. This information interchange results in the building of a more comprehensive knowledge base on financial inclusion and the subsequent formulation and implementation of effective policy by members in their home countries.

AFI Network includes members from more than 90 countries working together to advance its mission of accelerating the adoption of proven and innovative financial inclusion policy solutions with the ultimate aim of making financial services more accessible to the world's 2.5 billion unbanked people.
© 2024 Bank Negara Malaysia. All rights reserved.





"
09 Sep 2014,Call for Public Feedback: Consultation Paper on the Netting of Financial Agreements Bill,https://www.bnm.gov.my/-/call-for-public-feedback-consultation-paper-on-the-netting-of-financial-agreements-bill,"









Reading:
Call for Public Feedback: Consultation Paper on the Netting of Financial Agreements Bill

  Share:




    Shares
  




















Call for Public Feedback: Consultation Paper on the Netting of Financial Agreements Bill
Release Date:   09 Sep 2014





As announced by the Prime Minister in the 2014 Budget Speech, Bank Negara Malaysia (the Bank) is leading an initiative to develop a netting legislation to further promote the development of the domestic financial market. The Netting of Financial Agreements Bill is envisaged to provide legal assurance for the enforceability of close-out netting mechanism under certain types of financial contracts by removing legal impediments or uncertainties to netting as posed under existing legislation.
The Bank invites comments on the provisions of the proposed Netting of Financial Agreements Bill as set out in Part C of the consultative document by 23 September 2014. Please provide your name and the organization you represent (where applicable) and to provide reference on the provision/clause you are commenting on. Comments or queries may be forwarded by email to feedback@bnm.gov.my
Attachment:

Consultation Paper: Netting of Financial Agreements Bill

The Bank invites comments on the provisions of the proposed Netting of Financial Agreements Bill as set out in Part C of the consultative document by 23 September 2014. Please provide your name and the organization you represent (where applicable) and to provide reference on the provision/clause you are commenting on. Comments or queries may be forwarded by email to feedback@bnm.gov.my
Attachment:

Consultation Paper: Netting of Financial Agreements Bill

© 2024 Bank Negara Malaysia. All rights reserved.





"
18 Aug 2014,RINGGIT Newsletter (June 2014 issue) is now available for download.,https://www.bnm.gov.my/-/ringgit-newsletter-june-2014-issue-is-now-available-for-download.,"









Reading:
RINGGIT Newsletter (June 2014 issue) is now available for download.

  Share:




    Shares
  




















RINGGIT Newsletter (June 2014 issue) is now available for download.
Release Date:   18 Aug 2014





The highlight for this month is ""Panduan Jimat Wang Untuk Pelajar Kolej Di Malaysia"".
Other topics of interest include :

Adakah Anda Mangsa Penipuan Pelaburan Seterusnya?
Mesin Deposit Duit Syiling bagi Memudahkan Proses Mendepositkan Duit Syiling
Perancangan Persaraan : Mitos Persaraan
Apa Yang Anda Perlu Tahu Mengenai Pajak Gadai?
Caj Penyelenggaraan Kenderaan

RINGGIT is a joint-effort publication between Bank Negara Malaysia and FOMCA and it is a monthly publication.
This publication is published in Bahasa Malaysia only.
Click on the link below to get the latest issue :
Issue -June/2014 [PDF]
© 2024 Bank Negara Malaysia. All rights reserved.





"
07 Aug 2014,Enhancement of the Chiang Mai Initiative Multilateralisation,https://www.bnm.gov.my/-/enhancement-of-the-chiang-mai-initiative-multilateralisation,"









Reading:
Enhancement of the Chiang Mai Initiative Multilateralisation

  Share:




    Shares
  




















Enhancement of the Chiang Mai Initiative Multilateralisation
Release Date:   07 Aug 2014





The enhanced Chiang Mai Initiative Multilateralisation (CMIM), which is a regional financial arrangement among the Finance Ministers and Central Bank Governors of the ASEAN Members States, China, Japan and Korea (ASEAN+3) and the Monetary Authority of Hong Kong, China came into effect on 17 July 2014.
Key enhancements to the CMIM are as follows:

USD240 billion in total size, which is twice the original amount of USD120 billion (see Attachment 1);
Introduction of a crisis prevention facility to provide pre-emptive financial assistance to member countries; and
Increase in the portion of financial assistance which can be obtained independently of an IMF Programme (IMF De-linked Portion) from 20% to 30%.

The CMIM was first established in 2010 to provide financial assistance to member countries experiencing balance of payments and short-term liquidity difficulties. The enhanced CMIM demonstrates the continuing commitment of the ASEAN+3 economies towards strengthening the regional safety net.
Please click the following link to view the attachment:

Contribution, Purchasing Multiple and Maximum Arrangement Amount (after the amendment of the CMIM)

© 2024 Bank Negara Malaysia. All rights reserved.





"
14 Jul 2014,Circular pursuant to Section 83 of the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA) on the recent Public Statement Issued by the FATF,https://www.bnm.gov.my/-/circular-pursuant-to-section-83-of-the-anti-money-laundering-and-anti-terrorism-financing-act-2001-amlatfa-on-the-recent-public-statement-issued-by-the-fatf,"









Reading:
Circular pursuant to Section 83 of the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA) on the recent Public Statement Issued by the FATF

  Share:




    Shares
  




















Circular pursuant to Section 83 of the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA) on the recent Public Statement Issued by the FATF
Release Date:   14 Jul 2014





Effective Date
14 July 2014

Applicability
Reporting Institutions under the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA)
Summary
This circular is issued to inform the reporting institutions (RIs) of the recent Public Statement issued by the FATF on 27 June 2014 on jurisdictions having strategic deficiencies in their AML/CFT regime.

In accordance with the AML/CFT Policies issued to respective sector, please be advised that RIs are required to conduct enhanced customer due diligence for business relationships and transactions with any person from countries identified by the FATF as having on-going or substantial ML/TF risks, and apply countermeasures proportionate to the risk. In addition, RIs are required to conduct enhanced customer due diligence, when ML/TF risks are assessed as higher risk, for business relationships and transactions with any person from countries identified by the FATF as having strategic AML/CFT deficiencies and have not made sufficient progress in addressing those deficiencies. 
Queries related to this document may be directed to the following officers:
Bank Negara Malaysia’s general line: 03-2698 8044



Name

E-mail


Extension No.




Dr. Sarah Azlina Che Rohim


sarahlina@bnm.gov.my


8430




En. Asraf Hafizi Mohd


asraf@bnm.gov.my


8095




En Ashraf Faris Alias


ashrafaris@bnm.gov.my


7222




 
Issuing Department
Jabatan Perisikan Kewangan dan Penguatkuasaan
Download Attachment

Circular pursuant to Section 83 of the Anti-Money Laundering and Anti-Terrorism Financing Act 2001 (AMLATFA) on the recent Public Statement Issued by the FATF

© 2024 Bank Negara Malaysia. All rights reserved.





"
11 Jul 2014,Enhancement of the Policy and Guidelines of the Small Debt Resolution Scheme (SDRS),https://www.bnm.gov.my/-/enhancement-of-the-policy-and-guidelines-of-the-small-debt-resolution-scheme-sdrs-,"









Reading:
Enhancement of the Policy and Guidelines of the Small Debt Resolution Scheme (SDRS)

  Share:




    Shares
  




















Enhancement of the Policy and Guidelines of the Small Debt Resolution Scheme (SDRS)
Release Date:   11 Jul 2014





Effective Date
11-July-2014.
 
Applicability
This Guidelines is applicable to the following participating financial institutions:

All banks licensed under the Financial Services Act 2013 (FSA);
All  Islamic  banks  licensed  under  the  Islamic  Financial Services Act  2013 (IFSA); and
All development financial institutions prescribed by the Minister under the Development Financial Institutions Act 2002 (DFIA).

Summary
This Guidelines is intended:

To notify participating financial institutions on the :   
Revised of the existing SDRS Policy and Guidelines in accordance with the relevant sections in the CBA, FSA and IFSA (as highlighted in the attached guidelines);
Latest definition of the SMEs in the SDRS Policy and Guidelines in accordance with the definition approved by the National SME Development Council (NSDC); and
Revised reporting template on the SDRS submitted by the financial institutions.
To replace the existing Guidelines, which was issued on 8 July 2010

Issuing Department
Development Finance and Enterprise Department, Bank Negara Malaysia.
© 2024 Bank Negara Malaysia. All rights reserved.





"
08 Jul 2014,The Shariah Advisory Council of Bank Negara Malaysia (the SAC) 148th Meeting,https://www.bnm.gov.my/-/sac-148th-meeting,"









Reading:
The Shariah Advisory Council of Bank Negara Malaysia (the SAC) 148th Meeting

  Share:




    Shares
  




















The Shariah Advisory Council of Bank Negara Malaysia (the SAC) 148th Meeting
Release Date:   08 Jul 2014





The Shariah Advisory Council of Bank Negara Malaysia (SAC) held its 148th meeting on 24 June 2014. The meeting among others, discussed issues arising from Shariah Standard on Hibah and Shariah Standard on Bai` `Inah.

Click here to read more.
© 2024 Bank Negara Malaysia. All rights reserved.





"
