date,title,link
31 Jan 2001,Detailed Disclosure of International Reserves as at end December 2000: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-december-2000-explanatory-notes
22 Jan 2001,Clarification on the New ECM Notices - 17,https://www.bnm.gov.my/-/clarification-on-the-new-ecm-notices-17
22 Jan 2001,Operational Guidelines For Levy System,https://www.bnm.gov.my/-/operational-guidelines-for-levy-system
08 Jan 2001,International Reserves of BNM as at 31 Dec 2000,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-dec-2000-1
31 Dec 2002,Detailed Disclosure of International Reserves as at end November 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-november-2002-explanatory-notes
30 Dec 2002,Monetary and Financial Developments in November 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-november-2002
23 Dec 2002,International Reserves of BNM as at 13 December 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-13-december-2002
16 Dec 2002,"BNM releases ""Buku Wang Saku"" and ""Buku Perancangan dan Penyata Kewangan Keluarga"" for 2003",https://www.bnm.gov.my/-/bnm-releases-buku-wang-saku-and-buku-perancangan-dan-penyata-kewangan-keluarga-for-2003>BNM releases Buku Wang Saku and Buku Perancangan dan Penyata Kewangan Keluarga
09 Dec 2002,International Reserves of BNM as at 30 November 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-november-2002
29 Nov 2002,Detailed Disclosure of International Reserves as at end October 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-october-2002-explanatory-notes
27 Nov 2002,Economic & Financial Developments in the Malaysian Economy in the Third Quarter of 2002,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-third-quarter-of-2002
27 Nov 2002,Monetary and Financial Developments in October 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-october-2002
22 Nov 2002,International Reserves of BNM as at 15 November 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-november-2002
20 Nov 2002,Dialogue Session with Insurers and Takaful Operators,https://www.bnm.gov.my/-/dialogue-session-with-insurers-and-takaful-operators-3
08 Nov 2002,International Reserves of BNM as at 31 October 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-october-2002
31 Oct 2002,Detailed Disclosure of International Reserves as at end September 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-september-2002-explanatory-notes
28 Oct 2002,Monetary and Financial Developments in September 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-september-2002
22 Oct 2002,International Reserves of BNM as at 15 October 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-october-2002
09 Oct 2002,Signing of the Agreement on the Bilateral Swap Arrangement under the Chiang Mai Initiative,https://www.bnm.gov.my/-/signing-of-the-agreement-on-the-bilateral-swap-arrangement-under-the-chiang-mai-initiative
08 Oct 2002,International Reserves of BNM as at 30 September 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-september-2002
30 Sep 2002,Monetary and Financial Developments in August 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-august-2002
30 Sep 2002,Detailed Disclosure of International Reserves as at end August 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-august-2002-explanatory-notes
23 Sep 2002,International Reserves of BNM as at 14 September 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-september-2002
09 Sep 2002,International Reserves of BNM as at 30 August 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-august-2002
30 Aug 2002,Detailed Disclosure of International Reserves as at end July 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-july-2002-explanatory-notes
29 Aug 2002,Penerbitan Duit Syiling Peringatan Sempena 45 Tahun Merdeka,https://www.bnm.gov.my/-/penerbitan-duit-syiling-peringatan-sempena-45-tahun-merdeka
28 Aug 2002,Monetary and Financial Developments in July 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-july-2002
21 Aug 2002,International Reserves of BNM as at 15 August 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-august-2002
21 Aug 2002,Economic & Financial Developments in the Malaysian Economy in the Second Quarter of 2002,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-second-quarter-of-2002
08 Aug 2002,International Reserves of BNM as at 31 July 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-july-2002
05 Aug 2002,"Signing of the Bilateral Payments Arrangement Agreement between Bank Negara Malaysia and the Joint Stock Commercial Bank ""KYRGYZSTAN"" and the Memorandum of Understanding between Bank Negara Malaysia and the National Bank of the Kyrgyz Republic",https://www.bnm.gov.my/-/signing-of-the-bilateral-payments-arrangement-agreement-between-bank-negara-malaysia-and-the-joint-stock-commercial-bank-kyrgyzstan-and-the-memorandum-of-understanding-between-bank-negara-malaysia-and-the-national-bank-of-the-kyrgyz-republic>Signing of the Bilateral Payments Arrangement Agreement between Bank Negara Malaysia and the Joint Stock Commercial Bank KYRGYZSTAN
31 Jul 2002,Detailed Disclosure of International Reserves as at end June 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-june-2002-explanatory-notes
29 Jul 2002,Monetary and Financial Developments in June 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-june-2002
27 Jul 2002,Seventh EMEAP Governors' Meeting,https://www.bnm.gov.my/-/seventh-emeap-governors-meeting
22 Jul 2002,International Reserves of BNM as at 15 July 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-july-2002
19 Jul 2002,First Holder of the Tun Ismail Ali Chair to Deliver Public Lecture,https://www.bnm.gov.my/-/first-holder-of-the-tun-ismail-ali-chair-to-deliver-public-lecture
17 Jul 2002,Payment Systems In EMEAP Economies - The EMEAP Red Book,https://www.bnm.gov.my/-/payment-systems-in-emeap-economies-the-emeap-red-book
08 Jul 2002,International Reserves of BNM as at 29 June 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-29-june-2002
28 Jun 2002,Monetary and Financial Developments in May 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-may-2002
28 Jun 2002,Detailed Disclosure of International Reserves as at end May 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-may-2002-explanatory-notes
21 Jun 2002,International Reserves of BNM as at 14 June 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-june-2002
07 Jun 2002,International Reserves of BNM as at 31 May 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-may-2002
04 Jun 2002,Development of Bumiputera Entrepreneurs and the Role of ERF Sdn. Bhd,https://www.bnm.gov.my/-/development-of-bumiputera-entrepreneurs-and-the-role-of-erf-sdn.-bhd
31 May 2002,Detailed Disclosure of International Reserves as at end-April 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-april-2002-explanatory-notes
29 May 2002,New Liquidity Framework for the Discount Houses,https://www.bnm.gov.my/-/new-liquidity-framework-for-the-discount-houses
28 May 2002,Monetary and Financial Developments in April 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-april-2002
22 May 2002,Economic & Financial Developments in the Malaysian Economy in the First Quarter of 2002,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-first-quarter-of-2002
22 May 2002,International Reserves of BNM as at 15 May 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-may-2002
08 May 2002,International Reserves of BNM as at 30 Apr 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-apr-2002-1
30 Apr 2002,Detailed Disclosure of International Reserves as at end March 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-march-2002-explanatory-notes
29 Apr 2002,Monetary and Financial Developments in March 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-march-2002
24 Apr 2002,Penerbitan Duit Syiling Peringatan Sempena Pertabalan Seri Paduka Baginda Yang Di-Pertuan Agong XII,https://www.bnm.gov.my/-/penerbitan-duit-syiling-peringatan-sempena-pertabalan-seri-paduka-baginda-yang-di-pertuan-agong-xii
22 Apr 2002,International Reserves of BNM as at 15 Apr 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-apr-2002
08 Apr 2002,International Reserves of BNM as at 30 Mar 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-mar-2002
29 Mar 2002,Detailed Disclosure of International Reserves as at end February 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-february-2002-explanatory-notes
28 Mar 2002,Monetary and Financial Developments in February 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-february-2002
20 Mar 2002,Governor's Statement at the BNM 2001 Annual Report Press Conference,https://www.bnm.gov.my/-/governor-s-statement-at-the-bnm-2001-annual-report-press-conference
20 Mar 2002,International Reserves of BNM as at 14 Mar 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-mar-2002
20 Mar 2002,BNM Raid on Astromax Sdn Bhd,https://www.bnm.gov.my/-/bnm-raid-on-astromax-sdn-bhd
11 Mar 2002,The 2001 Insurance Annual Report,https://www.bnm.gov.my/-/the-2001-insurance-annual-report
11 Mar 2002,The 2001 Takaful Annual Report,https://www.bnm.gov.my/-/the-2001-takaful-annual-report
08 Mar 2002,International Reserves of BNM as at 28 Feb 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-28-feb-2002
28 Feb 2002,Monetary and Financial Developments in January 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-january-2002
28 Feb 2002,Detailed Disclosure of International Reserves as at end-January 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-january-2002-explanatory-notes
27 Feb 2002,Economic & Financial Developments in the Malaysian Economy in the Fourth Quarter of 2001,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-fourth-quarter-of-2001
22 Feb 2002,International Reserves of BNM as at 15 Feb 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-feb-2002
19 Feb 2002,Six Development Financial Institutions come under BNM's purview,https://www.bnm.gov.my/-/six-development-financial-institutions-come-under-bnm-s-purview
08 Feb 2002,International Reserves of BNM as at 31 Jan 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-jan-2002
31 Jan 2002,Detailed Disclosure of International Reserves as at end-December 2001: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-december-2001-explanatory-notes
29 Jan 2002,10th Men's Hockey World Cup 2002 Commemorative Coins Issue,https://www.bnm.gov.my/-/10th-men-s-hockey-world-cup-2002-commemorative-coins-issue
28 Jan 2002,Monetary and Financial Developments in December 2001,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-december-2001
28 Jan 2002,Consolidation of the Banking Sector,https://www.bnm.gov.my/-/consolidation-of-the-banking-sector
22 Jan 2002,International Reserves of BNM as at 15 Jan 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-jan-2002
09 Jan 2002,Establishment of Complaints Unit in Banking Institutions,https://www.bnm.gov.my/-/establishment-of-complaints-unit-in-banking-institutions
08 Jan 2002,International Reserves of BNM as at 31 Dec 2001,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-dec-2001
31 Dec 2003,Detailed Disclosure of International Reserves as at end November 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-november-2003
29 Dec 2003,Monetary and Financial Developments in November 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-november-2003
29 Dec 2003,"Bank Negara Malaysia releases ""Buku Wang Saku"" and ""Buku Perancangan dan Penyata Kewangan Keluarga"" for 2004",https://www.bnm.gov.my/-/bank-negara-malaysia-releases-buku-wang-saku-and-buku-perancangan-dan-penyata-kewangan-keluarga-for-2004>Bank Negara Malaysia releases Buku Wang Saku and Buku Perancangan dan Penyata Kewangan Keluarga
22 Dec 2003,International Reserves of BNM as at 15 December 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-december-2003
08 Dec 2003,International Reserves of BNM as at 28 November 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-28-november-2003
08 Dec 2003,Issuance of Bon Simpanan Merdeka,https://www.bnm.gov.my/-/issuance-of-bon-simpanan-merdeka
28 Nov 2003,Detailed Disclosure of International Reserves as at end October 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-october-2003
21 Nov 2003,International Reserves of BNM as at 14 November 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-november-2003
21 Nov 2003,Memorandum of Understanding between Bank Negara Malaysia and the State Bank of Pakistan,https://www.bnm.gov.my/-/memorandum-of-understanding-between-bank-negara-malaysia-and-the-state-bank-of-pakistan
19 Nov 2003,Economic & Financial Developments in the Malaysian Economy in the Third Quarter of 2003,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-third-quarter-of-2003
19 Nov 2003,Establishment of Small Debt Resolution Mechanism,https://www.bnm.gov.my/-/establishment-of-small-debt-resolution-mechanism
19 Nov 2003,Monetary and Financial Developments in October 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-october-2003
19 Nov 2003,Monetary Policy Statement,https://www.bnm.gov.my/-/monetary-policy-statement-5
07 Nov 2003,International Reserves of BNM as at 31 October 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-october-2003
06 Nov 2003,Sixth Meeting of the BIS Working Party on Monetary Policy in Asia,https://www.bnm.gov.my/-/sixth-meeting-of-the-bis-working-party-on-monetary-policy-in-asia
03 Nov 2003,Relaxation of Investment Limits in Credit Facilities by Insurers,https://www.bnm.gov.my/-/relaxation-of-investment-limits-in-credit-facilities-by-insurers
31 Oct 2003,Detailed Disclosure of International Reserves as at end September 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-september-2003
30 Oct 2003,Dialogue Session with Insurers and Takaful Operators,https://www.bnm.gov.my/-/dialogue-session-with-insurers-and-takaful-operators-1
28 Oct 2003,Monetary and Financial Developments in September 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-september-2003
22 Oct 2003,International Reserves of BNM as at 15 October 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-october-2003
22 Oct 2003,Asian Bond Markets Initiative (ABMI): Symposium on Foreign Exchange Transaction and Settlement Issues and ABMI Voluntary Working Group Meetings,https://www.bnm.gov.my/-/asian-bond-markets-initiative-abmi-symposium-on-foreign-exchange-transaction-and-settlement-issues-and-abmi-voluntary-working-group-meetings
16 Oct 2003,The Payment Systems Act 2003,https://www.bnm.gov.my/-/the-payment-systems-act-2003
16 Oct 2003,Memorandum of Understanding between Bank Negara Malaysia and Export Credit Bank of Turkey,https://www.bnm.gov.my/-/memorandum-of-understanding-between-bank-negara-malaysia-and-export-credit-bank-of-turkey
08 Oct 2003,International Reserves of BNM as at 30 September 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-september-2003
03 Oct 2003,The Issuance of Commemorative Coins In Conjunction With The 10th Session of The Organisation of Islamic Conference (OIC),https://www.bnm.gov.my/-/the-issuance-of-commemorative-coins-in-conjunction-with-the-10th-session-of-the-organisation-of-islamic-conference-oic-
30 Sep 2003,Detailed Disclosure of International Reserves as at end August 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-august-2003
29 Sep 2003,Monetary and Financial Developments in August 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-august-2003
29 Sep 2003,The Issuance of Commemorative Coins In Conjunction With The Langkawi International Maritime & Aerospace 2003 (LIMA '03),https://www.bnm.gov.my/-/the-issuance-of-commemorative-coins-in-conjunction-with-the-langkawi-international-maritime-aerospace-2003-lima-03-
22 Sep 2003,International Reserves of BNM as at 15 September 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-september-2003
18 Sep 2003,Liberalisation in Islamic Banking,https://www.bnm.gov.my/-/liberalisation-in-islamic-banking
15 Sep 2003,Issuance of Merdeka Savings Bond,https://www.bnm.gov.my/-/issuance-of-merdeka-savings-bond
08 Sep 2003,International Reserves of BNM as at 30 August 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-august-2003
29 Aug 2003,Detailed Disclosure of International Reserves as at end July 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-july-2003
29 Aug 2003,Dialogue Session with the Banking Industry,https://www.bnm.gov.my/-/dialogue-session-with-the-banking-industry
27 Aug 2003,Economic & Financial Developments in the Malaysian Economy in the Second Quarter of 2003,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-second-quarter-of-2003
27 Aug 2003,Monetary Policy Statement,https://www.bnm.gov.my/-/monetary-policy-statement-86
27 Aug 2003,Monetary and Financial Developments in July 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-july-2003
22 Aug 2003,International Reserves of BNM as at 15 August 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-august-2003
13 Aug 2003,Revised Motor Tariff,https://www.bnm.gov.my/-/revised-motor-tariff
08 Aug 2003,International Reserves of BNM as at 31 July 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-july-2003
31 Jul 2003,Detailed Disclosure of International Reserves as at end June 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-june-2003
28 Jul 2003,Monetary and Financial Developments in June 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-june-2003
22 Jul 2003,International Reserves of BNM as at 15 July 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-july-2003
08 Jul 2003,International Reserves of BNM as at 30 June 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-june-2003
30 Jun 2003,Detailed Disclosure of International Reserves as at end May 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-may-2003
28 Jun 2003,Bank Negara Malaysia RM50 and RM100 Note Security Features,https://www.bnm.gov.my/-/bank-negara-malaysia-rm50-and-rm100-note-security-features
27 Jun 2003,Monetary and Financial Developments in May 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-may-2003
20 Jun 2003,International Reserves of BNM as at 13 June 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-13-june-2003
06 Jun 2003,International Reserves of BNM as at 31 May 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-may-2003
02 Jun 2003,EMEAP Central Banks Launch Asian Bond Fund,https://www.bnm.gov.my/-/emeap-central-banks-launch-asian-bond-fund
30 May 2003,Detailed Disclosure of International Reserves as at end April 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-april-2003
28 May 2003,Monetary and Financial Developments in April 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-april-2003
28 May 2003,Economic & Financial Developments in the Malaysian Economy in the First Quarter of 2003,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-first-quarter-of-2003
22 May 2003,International Reserves of BNM as at 13 May 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-13-may-2003
21 May 2003,Special Relief Guarantee Facility for SARS Affected Businesses,https://www.bnm.gov.my/-/special-relief-guarantee-facility-for-sars-affected-businesses
21 May 2003,Reduction in the Intervention Rate,https://www.bnm.gov.my/-/reduction-in-the-intervention-rate-1
19 May 2003,SME Special Unit,https://www.bnm.gov.my/-/sme-special-unit
08 May 2003,International Reserves of BNM as at 30 April 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-april-2003
30 Apr 2003,Detailed Disclosure of International Reserves as at end March 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-march-2003
28 Apr 2003,Monetary and Financial Developments in March 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-march-2003
28 Apr 2003,The 2002 Insurance Annual Report,https://www.bnm.gov.my/-/the-2002-insurance-annual-report
28 Apr 2003,The 2002 Takaful Annual Report,https://www.bnm.gov.my/-/the-2002-takaful-annual-report
22 Apr 2003,International Reserves of BNM as at 15 April 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-april-2003
08 Apr 2003,International Reserves of BNM as at 31 March 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-march-2003
07 Apr 2003,The Issuance of Thematic Coins For Coin In Education Program,https://www.bnm.gov.my/-/the-issuance-of-thematic-coins-for-coin-in-education-program
31 Mar 2003,Detailed Disclosure of International Reserves as at end February 2003: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-february-2003-explanatory-notes
26 Mar 2003,Additional Allocation for Special Funds for SMEs and Initiatives to Enhance Financing,https://www.bnm.gov.my/-/additional-allocation-for-special-funds-for-smes-and-initiatives-to-enhance-financing
26 Mar 2003,Establishment of The International Centre For Leadership In Finance,https://www.bnm.gov.my/-/establishment-of-the-international-centre-for-leadership-in-finance
26 Mar 2003,Liberalisation of Exchange Control Rules,https://www.bnm.gov.my/-/liberalisation-of-exchange-control-rules
26 Mar 2003,Monetary and Financial Developments in February 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-february-2003
26 Mar 2003,Release of the 2002 Bank Negara Malaysia Annual Report,https://www.bnm.gov.my/-/release-of-the-2002-bank-negara-malaysia-annual-report
21 Mar 2003,International Reserves of BNM as at 14 March 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-march-2003
07 Mar 2003,International Reserves BNM as at 28 February 2003,https://www.bnm.gov.my/-/international-reserves-bnm-as-at-28-february-2003
28 Feb 2003,Detailed Disclosure of International Reserves as at end January 2003,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-january-2003
28 Feb 2003,Monetary and Financial Developments in January 2003,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-january-2003
26 Feb 2003,Economic & Financial Developments in the Malaysian Economy in the Fourth Quarter of 2002,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-fourth-quarter-of-2002
21 Feb 2003,International Reserves of BNM as at 14 February 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-14-february-2003
07 Feb 2003,International Reserves of BNM as at 31 January 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-january-2003-1
06 Feb 2003,The Issuance of Commemorative Coins In Conjunction With The XIII Conference of Heads of State or Government of the Non-Aligned Movement (NAM),https://www.bnm.gov.my/-/the-issuance-of-commemorative-coins-in-conjunction-with-the-xiii-conference-of-heads-of-state-or-government-of-the-non-aligned-movement-nam-
31 Jan 2003,Detailed Disclosure of International Reserves as at end December 2002: Explanatory Notes,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-december-2002-explanatory-notes
28 Jan 2003,Monetary and Financial Developments in December 2002,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-december-2002-1
22 Jan 2003,International Reserves of BNM as at 15 January 2003,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-january-2003
08 Jan 2003,International Reserves of BNM as at 31 December 2002,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-31-december-2002
31 Dec 2004,Detailed Disclosure of International Reserves as at end-November 2004,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-november-2004
28 Dec 2004,Monetary and Financial Developments in November 2004,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-november-2004
22 Dec 2004,International Reserves of BNM as at 15 December 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-december-2004
16 Dec 2004,EMEAP Central Banks Announced Launch of Asian Bond Fund 2,https://www.bnm.gov.my/-/emeap-central-banks-announced-launch-of-asian-bond-fund-2
09 Dec 2004,Initiatives to Strengthen Consumer Protection,https://www.bnm.gov.my/-/initiatives-to-strengthen-consumer-protection
08 Dec 2004,International Reserves of BNM as at 30 November 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-november-2004
02 Dec 2004,Conclusion of the Second National SME Development Council Meeting,https://www.bnm.gov.my/-/conclusion-of-the-second-national-sme-development-council-meeting
01 Dec 2004,Bank Negara Malaysia Appoints Two Assistant Governors,https://www.bnm.gov.my/-/bank-negara-malaysia-appoints-two-assistant-governors
30 Nov 2004,Economic & Financial Developments in the Malaysian Economy in the Third Quarter of 2004,https://www.bnm.gov.my/-/economic-financial-developments-in-the-malaysian-economy-in-the-third-quarter-of-2004
30 Nov 2004,Monetary Policy Statement,https://www.bnm.gov.my/-/monetary-policy-statement-30112004
30 Nov 2004,Detailed Disclosure of International Reserves as at end-October 2004,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-october-2004
30 Nov 2004,Monetary and Financial Developments in October 2004,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-october-2004
25 Nov 2004,Sales Period For Fifth Issuance of Bon Simpanan Merdeka Commences 1 December 2004,https://www.bnm.gov.my/-/sales-period-for-fifth-issuance-of-bon-simpanan-merdeka-commences-1-december-2004
22 Nov 2004,The RM1 coin,https://www.bnm.gov.my/-/the-rm1-coin
22 Nov 2004,International Reserves of BNM as at 12 November 2004,https://www.bnm.gov.my/-/reserve-12112004
08 Nov 2004,International Reserves of BNM as at 30 October 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-october-2004
02 Nov 2004,Appointment of Members of the Shariah Advisory Council for Islamic Banking and Takaful,https://www.bnm.gov.my/-/appointment-of-members-of-the-shariah-advisory-council-for-islamic-banking-and-takaful
29 Oct 2004,Detailed Disclosure of International Reserves as at end September 2004,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-september-2004
29 Oct 2004,Dialogue Session with Insurers and Takaful Operators,https://www.bnm.gov.my/-/dialogue-session-with-insurers-and-takaful-operators-2
28 Oct 2004,Monetary and Financial Developments in September 2004,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-september-2004
26 Oct 2004,Bank issues RM5 Polymer Banknotes,https://www.bnm.gov.my/-/bank-issues-rm5-polymer-banknotes
22 Oct 2004,International Reserves of BNM as at 15 October 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-october-2004-1
14 Oct 2004,Bank Negara Malaysia Awards Remaining Two Islamic Banking Licences,https://www.bnm.gov.my/-/bank-negara-malaysia-awards-remaining-two-islamic-banking-licences
08 Oct 2004,International Reserves of BNM as at 30 September 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-30-september-2004
04 Oct 2004,Measures To Further Strengthen The Life Insurance Industry,https://www.bnm.gov.my/-/measures-to-further-strengthen-the-life-insurance-industry
01 Oct 2004,Inaugural High Level meeting between Malaysia and the Islamic Development Bank,https://www.bnm.gov.my/-/inaugural-high-level-meeting-between-malaysia-and-the-islamic-development-bank
30 Sep 2004,Detailed Disclosure of International Reserves as at end August 2004,https://www.bnm.gov.my/-/detailed-disclosure-of-international-reserves-as-at-end-august-2004
28 Sep 2004,Monetary and Financial Developments in August 2004,https://www.bnm.gov.my/-/monetary-and-financial-developments-in-august-2004
22 Sep 2004,International Reserves of BNM as at 15 September 2004,https://www.bnm.gov.my/-/international-reserves-of-bnm-as-at-15-september-2004-1
