text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
Apa hal Ronnie Liu boleh sampai Pahang? Perangai DAP sekor ni memang macam... Dia juga yang tiba2 ada kat Sheraton PJ Februari lepas.	80372	Negative	27	2361	2022-01-28T04:37:36.612429Z	2022-01-28T04:37:36.612443Z	1.647
Manuver Politik Pegawai KPK yang Tidak Lolos TWK Sudah Saatnya Dihentikan https://t.co/h8kDmO6cP0 Nusantara Kuat https://t.co/TMxaaTcnsH	80371	Negative	27	2360	2022-01-28T04:37:34.559445Z	2022-01-28T04:37:34.559453Z	4.772
Aku rasa semua org dah tahu DAP mmg perangai yahudi dari dulu	80370	Negative	27	2359	2022-01-28T04:37:29.353691Z	2022-01-28T04:37:29.353713Z	3.058
@CheEijaSayang @Bront_Palarae @kmladnan_ @farhanzulkefly @adzman86 @AntiCytro Kalau lah pembangkang ni bagus sangat https://t.co/MIYL6YLe3c	80369	Negative	27	2358	2022-01-28T04:37:25.877453Z	2022-01-28T04:37:25.877466Z	96.589
Bapak taik nya org politik.	80368	Negative	27	2357	2022-01-28T04:35:48.826624Z	2022-01-28T04:35:48.826638Z	2.645
Wahai anak muda. lihatlah akibat dari tersalah undi. Ingat ye, pilihanraya bukan tempat untuk test test cuba jaya.. pic: MRT Kepong era PH. https://t.co/T98hLE340Y	80367	Negative	27	2356	2022-01-28T04:35:45.759953Z	2022-01-28T04:35:45.759966Z	268.957
@ggnajiihah Aku kan benci betul bila benda camni politik capub! Dasar org tua IQ cetek takleh pikir satu benda pun https://t.co/UOJf3WdSIY	80366	Negative	27	2355	2022-01-28T04:31:16.355286Z	2022-01-28T04:31:16.355300Z	3.036
Kerajaan ni sumpah takde humanity do babi laa	80365	Negative	27	2354	2022-01-28T04:31:12.929256Z	2022-01-28T04:31:12.929287Z	0.966
babi kerajaan mahiadin kimak ni memang kene dapat ersepsi yang negatif pun anat	80364	Negative	27	2353	2022-01-28T04:31:11.566477Z	2022-01-28T04:31:11.566494Z	3.178
Mak aku masak tempe goreng dap dap ae	80363	Positive	27	2352	2022-01-28T04:31:07.972277Z	2022-01-28T04:31:07.972313Z	1.817
Ya Tuhan kami, ampunilah aku dan ibu bapakku dan semua orang2 yg beriman di hari perhitungan nanti. (QS. 14 : 41) https://t.co/KwajF0pH50	80362	Positive	27	2351	2022-01-28T04:31:05.765061Z	2022-01-28T04:31:05.765073Z	6.475
semoga lingkup next pru! fak umno	80361	Negative	27	2350	2022-01-28T04:30:58.901369Z	2022-01-28T04:30:58.901382Z	1.631
@MenteriBesarNS MB, kes N9 tinggi sekarang ni, kerajaan negeri memang tiada kuasa untuk menutup kilang-kilang ke? A https://t.co/aDhmWBsJYj	80360	Negative	27	2349	2022-01-28T04:30:56.889257Z	2022-01-28T04:30:56.889273Z	1.538
Kinerja KPK semakin baik masyarakat mendukung menu KPK untuk terus bersinergi memberantas tindakan korupsi Bersatu https://t.co/FX46eVdFHI	80359	Positive	27	2348	2022-01-28T04:30:54.960701Z	2022-01-28T04:30:54.960715Z	2.025
@mynewshub @tokmatn9 Secara tradisi Timbalan Presiden Parti adalah juga Pengarah P/Raya Parti...patut awal2 lagi da https://t.co/7hnf8Q2ToD	80358	Negative	27	2347	2022-01-28T04:30:52.538037Z	2022-01-28T04:30:52.538050Z	2.974
Kalau Atok tu sudah tiada dalam arena politik Malaysia, Ke mana mereka nak lari? Yang sokongnya sekarang hanyalah Wala' Tok (Walaun Mahathir). YB Johari Abdul dah sebut dah tahun lepas, itu hanyalah surat cadangan Calon MB Kedah sekiranya PH hilang majoriti. https://t.co/A4TpuV5ipN	80357	Negative	27	2346	2022-01-28T04:30:49.167605Z	2022-01-28T04:30:49.167621Z	3.499
Beria ucap tahniah kat YAB TPM baharu tapi beria juga dok sebut kerajaan gagal	80356	Negative	27	2345	2022-01-28T04:30:45.282676Z	2022-01-28T04:30:45.282691Z	1.977
Dia buat parti dalam balai teros	80355	Negative	27	2344	2022-01-28T04:30:42.893838Z	2022-01-28T04:30:42.893855Z	4.937
Baru nampak dalam TL. Semakin berani dah rakyat. Pembangkang pun tak mau chaos sangat sebenarnya. Saya 50-50 dalam https://t.co/grzwImb77u	80354	Negative	27	2343	2022-01-28T04:30:37.562805Z	2022-01-28T04:30:37.562813Z	2.701
HARAP Kerajaan Johor dapat mempertimbang menggunakan perkhidmatan mereka yang secara tidak langsung dapat memperce https://t.co/bmS7XL39zc	80353	Negative	27	2342	2022-01-28T04:30:34.499435Z	2022-01-28T04:30:34.499450Z	0.901
So Selangor kerajaan gagal https://t.co/1cE4xNx3Cq	80352	Negative	27	2341	2022-01-28T04:30:33.217872Z	2022-01-28T04:30:33.217885Z	0.902
Mana lah aku tak marah kerajaan gagal ni. Aku nk pergi kerja setannnn. Bukan pergi melanconggg.	80351	Negative	27	2340	2022-01-28T04:30:31.927288Z	2022-01-28T04:30:31.927301Z	2.052
Babinsa Ds.Gilirejo, Koptu Triyanto bersama Satgas Covid Desa, melaksanakan Penyemprotan Desinfektan di rumah Bp.Pu https://t.co/2xnVyjx0bn	80350	Positive	27	2339	2022-01-28T04:30:29.453338Z	2022-01-28T04:30:29.453352Z	29.472
Eh!!!! Sebelum PRN Sabah kes 0 tau!!!! Nil case. Ape jadi skrg adalah rentetan ahli politik la punye keje. Lepas tu https://t.co/m72d3s0HGY	80349	Negative	27	2338	2022-01-28T04:29:59.609168Z	2022-01-28T04:29:59.609181Z	1.212
Pembangkang tak pernah rasa lelah dan lemah cuma kerajaan GAGAL NI TAK TAU MALU	80348	Negative	27	2337	2022-01-28T04:29:58.015093Z	2022-01-28T04:29:58.015109Z	1.102
[TERKINI] Ahli-Ahli Parlimen Barisan Nasional (BN) sepakat untuk kekal menyokong Kerajaan Perikatan Nasional (PN) dan Tan Sri Muhyiddin Yassin selaku Perdana Menteri. @501Awani	80347	Positive	27	2336	2022-01-28T04:29:56.497017Z	2022-01-28T04:29:56.497033Z	24.171
Boss Boss Penang egokuat juga ya. Thot egokuat is a BN affliction https://t.co/O5POLw98cq	80346	Negative	27	2335	2022-01-28T04:29:31.954775Z	2022-01-28T04:29:31.954789Z	1.918
@aliyarivera__ yes bekalan tak cukup (kalau ikutkan berita la) haha. so pendek kata kerajaan ni macam ex la, awal https://t.co/lEhZluqmgT	80345	Negative	27	2334	2022-01-28T04:29:29.587244Z	2022-01-28T04:29:29.587256Z	2.552
Bagi sesiapa yang tengah mencari kerja, kerajaan ada bantuan khas dibawah PEMULIH iaitu kepada bukan pencarum PERKESO. Hangpa akan dapat elaun sebanyak RM300 selama 2 bulan untuk hangpa hadiri temu duga terbuka (fizikal dan 'online'). https://t.co/kJwYNSGSin	80344	Positive	27	2333	2022-01-28T04:29:26.669852Z	2022-01-28T04:29:26.669867Z	2.327
dah kata dah undi je Parti Ekonomi Kebangsaan #ytjt	80343	Neutral	27	2332	2022-01-28T04:29:23.949865Z	2022-01-28T04:29:23.949880Z	8.251
Kerajaan negeri akan membuka satu lagi Pusat Pemberian Vaksin (PPV) di Daerah Kampar iaitu di Pusat Kesihatan Kemas Gopeng yang boleh menampung lebih 400 penerima sehari. #SuaraPerak https://t.co/Lshtd68tZg	80342	Positive	27	2331	2022-01-28T04:29:15.314418Z	2022-01-28T04:29:15.314432Z	1.629
Hampa la yang tak habis habis pasal politik hampa tu! Kalau dak mai mana kes duk sama tang tu ja	80341	Negative	27	2330	2022-01-28T04:29:13.274364Z	2022-01-28T04:29:13.274377Z	1.791
@suk_selangor kerajaan Selangor tidak berhati perut. Masa PKP boleh seksa orang. Time orang tak ada kerja boleh sek https://t.co/Nll9XmhP6O	80340	Negative	27	2329	2022-01-28T04:29:11.072776Z	2022-01-28T04:29:11.072791Z	3.792
Hampir semua ore kelate yang aku kenal power-power, kerajaan je yang hampeh. https://t.co/FVyLREAhhP	80339	Negative	27	2328	2022-01-28T04:29:06.898758Z	2022-01-28T04:29:06.898772Z	2.328
Tak pasti kerajaan ke institut penyelidikan	80338	Neutral	27	2327	2022-01-28T04:29:04.162982Z	2022-01-28T04:29:04.163020Z	2.515
Dia la Yang menjarah minyak sabah Demi kepentingan Tabung UMNO. Sekarang bersedia menjarah Negara setelah menjadi PM interim.	80337	Negative	27	2326	2022-01-28T04:29:01.254365Z	2022-01-28T04:29:01.254383Z	1.561
Penamatan PKPD di Sabah Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 19 Julai 2021 https://t.co/y4HlAzPizl	80336	Neutral	27	2325	2022-01-28T04:28:59.310310Z	2022-01-28T04:28:59.310322Z	157.533
@faridabas31 Ahli politik senang, jadi criteria buat2 bodoh je.	80335	Negative	27	2324	2022-01-28T04:26:21.315602Z	2022-01-28T04:26:21.315614Z	4.942
bubar je la parlimen @ISTANANEGARA_ kerajaan dgn pembangkang dulu tk berguna baik mati je.	80334	Negative	27	2323	2022-01-28T04:26:15.982170Z	2022-01-28T04:26:15.982185Z	1.15
Pagi ini saya kunjung hormat kpd Dato' Zamani Ahmad Mansor, Datuk Bandar Shah Alam yg baharu. Beliau merupakan mantan Timbalan Setiausaha Kerajaan Negeri Selangor. Perbincangan menjurus kpd perancangan serta dasar berkait dgn kesejahteraan dan kelestarian bandaraya Shah Alam. https://t.co/H1ldIHFA8r	80333	Positive	27	2322	2022-01-28T04:26:14.433918Z	2022-01-28T04:26:14.433937Z	2.857
BERNAMA MMG PALAT BIAS NEGERI KOMINIS DAP DORANG COVER CITA KAT NEGERI KONSERVATIF BUAT DUNNO JAGA SENSITIVITY BAYA https://t.co/y3ZBNEAEKI	80332	Negative	27	2321	2022-01-28T04:26:11.193835Z	2022-01-28T04:26:11.193849Z	1.46
PH gaduh dengan PH + kluster mahkamah. Rakyat pulak tanggung derita covid. Babie punya MB Selangor! Babie punya PH! https://t.co/gZlFXrR8yM	80331	Negative	27	2320	2022-01-28T04:26:09.356768Z	2022-01-28T04:26:09.356783Z	1.164
@M_uhauha_no @tunfaisal KERAJAAN BANGSAT BUAT SABAH PASTU EFFECT SETIAP RAKYAT MALAYSIA . Tu kau kata tolong rakyat ?	80330	Negative	27	2319	2022-01-28T04:26:07.778333Z	2022-01-28T04:26:07.778345Z	1.714
#Kuching Semua presiden komponen Gabungan Parti Sarawak (GPS) akan mengadakan pertemuan dengan Yang di-Pertuan Agong, Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah, Isnin ini. https://t.co/1HxXtFCSPM	80329	Positive	27	2318	2022-01-28T04:26:05.663007Z	2022-01-28T04:26:05.663022Z	4.171
Emm dap https://t.co/cYWNh7NjNG	80328	Neutral	27	2317	2022-01-28T04:26:01.096759Z	2022-01-28T04:26:01.096787Z	1.836
Setelah mendapat izin ia bergegas menggendong gadis kecil itu, seolah tengah menggendong seorang Puteri. https://t.co/bN01i0Fmt8	80327	Neutral	27	2316	2022-01-28T04:25:58.838592Z	2022-01-28T04:25:58.838606Z	7.106
Ntah la, at the end aq rsa YDPA pon punca juga. Tak firm, slow buat decision &amp; menurut je apa gang Kerajaan buat.. #PrayForMalaysia	80326	Negative	27	2315	2022-01-28T04:25:51.320393Z	2022-01-28T04:25:51.320406Z	10.882
Hutan nak jual, airport nak jual. Semua benda nak jual. Bodoh punya kerajaan.	80325	Negative	27	2314	2022-01-28T04:25:40.039205Z	2022-01-28T04:25:40.039217Z	1.748
Pagi ini merupakan hari keputusan kes rayuan saman sivil oleh keluarga Kamarulnizam &amp; Kerajaan Malaysia serta PDRM. Kamarulnizam mati dlm Penjara Tapah pd tahun 2014 selepas beberapa hari dimasukkan ke dlm penjara. Peguam diketuai M. Visvanathan dibantu V.Sanjay Nathan &amp; R.Karnan https://t.co/NSb0dzEetg	80324	Negative	27	2313	2022-01-28T04:25:37.892346Z	2022-01-28T04:25:37.892359Z	2.901
@amirxabdhadi @H_Bakkaniy Korang ni susah sangat ke nak keluar kenyataan rasmi dengan logo parti.. ke sebab ROS tak https://t.co/IJBwYNzIzU	80323	Negative	27	2312	2022-01-28T04:25:34.591184Z	2022-01-28T04:25:34.591196Z	6.846
Seorang yang lahir dan mendapat IC Biru adalah pendatang - Ketua Pemuda UMNO Subang.	80322	Negative	27	2311	2022-01-28T04:25:27.341197Z	2022-01-28T04:25:27.341213Z	7.979
Baru nak mengharap dapat hospital kerajaan baru, kalau pergi Hospital Serdang memang penuh, kalau pg Hospital Putrajaya mahal. Haih harapan hancur.	80321	Negative	27	2310	2022-01-28T04:25:18.964701Z	2022-01-28T04:25:18.964714Z	2.608
@anne_nma Dekat Terengganu kad tu dipanggil Kad Sejahtera. Around RM500 kerajaan peruntukan kpd pengguna kad tu, ta https://t.co/qvu59RwYFk	80320	Positive	27	2309	2022-01-28T04:25:15.972690Z	2022-01-28T04:25:15.972705Z	6.414
Perkhidmatan bas percuma merangkumi 23 pusat vaksinasi - https://t.co/724neC0kWz Kerajaan Selangor telah memperluas https://t.co/4tax7c4vA3	80319	Positive	27	2308	2022-01-28T04:25:09.166677Z	2022-01-28T04:25:09.166691Z	2.652
Kamulah??! MOELDOKO yang sebenarnya lalat politik itu sendiri	80318	Negative	27	2307	2022-01-28T04:25:06.133068Z	2022-01-28T04:25:06.133082Z	1.834
Sesiapa pun yang naik jadi kerajaan lepas ni, satu pun susah dah nak percaya. Mula nya kata nak jaga rakyat, tapi s https://t.co/cLS7A2cUMW	80317	Negative	27	2306	2022-01-28T04:25:03.883237Z	2022-01-28T04:25:03.883251Z	3.368
#INFO Kerajaan Negeri Selangor memperuntukkan sejumlah RM10.7 juta bagi meneruskan Program Saringan Covid-19 fasa ketiga bertumpu di lokasi jangkitan tinggi termasuk sektor perkilangan. Berita lanjut: https://t.co/Jk8zvs5J9z https://t.co/sle2KkJ0mS	80316	Positive	27	2305	2022-01-28T04:25:00.099984Z	2022-01-28T04:25:00.099997Z	2.653
Gago mok ekot masuk 6 ft under juak lah ya. Mok blame SOP lah kerajaan lah apa lah semua, sekali benda camtok juak jadi. Entingal nar juak. https://t.co/zwdGlZUJnF	80315	Negative	27	2304	2022-01-28T04:24:57.067840Z	2022-01-28T04:24:57.067853Z	1.874
@joshuachong360 @bijak_politik @twilight2710 @lomangpulut @aauuzzaa Ye Kedah Tua lembah bujang langkasuka chih Tu s https://t.co/6v5PyLm9Gp	80314	Positive	27	2303	2022-01-28T04:24:54.780410Z	2022-01-28T04:24:54.780425Z	9.013
@MalaysianStyles @anwaribrahim Hahahaha yes we all know punca kenaikan kes sbb prk sabah. Tp punca parti ph bubarka https://t.co/9XCEUURFvc	80313	Negative	27	2302	2022-01-28T04:24:45.356963Z	2022-01-28T04:24:45.356975Z	5.545
Kalau kerajaan Penang still nak teruskan tambak, warga Penang kene turun demo tengah laut macam Bali buat dulu untuk #TolakReklamasi #PenangTolakTambak #CancelPSR https://t.co/9uk9zpkJtI	80312	Negative	27	2301	2022-01-28T04:24:39.405758Z	2022-01-28T04:24:39.405772Z	4.328
@JacJacquel @starfess Kerja keras mereka biar bersatu lagi patut diacungi jempol sih Cintanya ke ahgase juga	80311	Positive	27	2300	2022-01-28T04:24:34.693252Z	2022-01-28T04:24:34.693264Z	7.049
Tindakan terlalu perlahan sehingga ambil masa lama menyebabkan pekebun terbabit kaut keuntungan berjuta-juta tanpa sebarang hasil kepada Kerajaan Pahang. - Aktivis alam sekitar #isukebunharam #sinarharian https://t.co/Iuay1xSZjU	80310	Negative	27	2299	2022-01-28T04:24:27.241765Z	2022-01-28T04:24:27.241778Z	1.888
@emrhaqim Ko cakap senang la cuba kau jd kerajaan	80309	Negative	27	2298	2022-01-28T04:24:24.967828Z	2022-01-28T04:24:24.967843Z	1.843
#kangar Sasaran itu berdasarkan lima strategi yang dirangka kerajaan negeri bersama Badan Bertindak Imunisasi Covid-19 (CITF), yang sedang dan dilaksanakan dalam tempoh terdekat. https://t.co/MaOGP0P8Hr	80308	Positive	27	2297	2022-01-28T04:24:22.741960Z	2022-01-28T04:24:22.741972Z	3.118
Admin | Setinggi tahniah saya ucapkan kepada YB Dato Seri @IsmailSabri60 di atas pelantikan sebagai Timbalan Perdana Menteri. Semoga dengan pelantikan ini dapat menguatkan pentadbiran Kerajaan dan merancakkan lagi usaha bersama memerangi COVID-19 dalam pelan #Pemulih negara. https://t.co/MCdJbwNqEE	80307	Positive	27	2296	2022-01-28T04:24:19.216948Z	2022-01-28T04:24:19.216962Z	4.967
Tak lama lagi Najib pulak lepas dan bebas.. akhirnya Malaysia jadi kerajaan yg amat memalukan..	80306	Negative	27	2295	2022-01-28T04:24:13.862391Z	2022-01-28T04:24:13.862404Z	1.675
DASHBOARD INFOGRAFIK, 20 JUN 2021 Kapasiti Penggunaan Katil di Hospital COVID-19 Statistik Vaksinasi Negeri Sabah Fasa 1 &amp; 2 Sekatan Jalan Raya Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 20 Jun 2021 #JaPenSabah #MenangBersama https://t.co/JCi4pijEjl	80305	Neutral	27	2294	2022-01-28T04:24:11.734893Z	2022-01-28T04:24:11.734908Z	3.151
Gabungan Parti Sarawak affirms support for Perikatan Nasional, Muhyiddin https://t.co/52cylcLkTg https://t.co/52cylcLkTg	80304	Positive	27	2293	2022-01-28T04:24:08.179199Z	2022-01-28T04:24:08.179212Z	2.569
ph memerintah lagi teruk kot...dah agak...lah..	80303	Negative	27	2292	2022-01-28T04:24:05.239258Z	2022-01-28T04:24:05.239274Z	2.237
@lukhmanian dua tiga member tak berapa dengan dia sebab politik and cakap sebab nampak sombong haha. Yang sebab ken https://t.co/SIABiGRnlD	80302	Negative	27	2291	2022-01-28T04:24:02.589647Z	2022-01-28T04:24:02.589671Z	11.538
Lebih dari 20 orang. Polis mana nak buat kerja yg ni. Polis kan anjing kerajaan. Bootlicker	80301	Negative	27	2290	2022-01-28T04:23:50.671944Z	2022-01-28T04:23:50.671958Z	1.494
MP Segamat keluar Bersatu? Dia keluar nak pi mana?	80300	Negative	27	2289	2022-01-28T04:23:48.776589Z	2022-01-28T04:23:48.776604Z	1.261
@theblacktopguy Geng2 pak lebai melayu isley=DAP https://t.co/JiZjTW1say	80299	Negative	27	2288	2022-01-28T04:23:47.113330Z	2022-01-28T04:23:47.113345Z	1.621
Kerajaan bersetuju melaksanakan PKPD di dua lokaliti di Kunak, Sabah yang melibatkan Kampung Pangi Hujung dan Kampu https://t.co/LhLkqZkMlL	80298	Positive	27	2287	2022-01-28T04:23:45.082150Z	2022-01-28T04:23:45.082166Z	4.394
Hmmmm kalaulah kerajaan bahagikan vaksin utk kawasan yg paling terjebak atau paling senang kena COVID-19 dulu mcm K https://t.co/RIgGecx0ij	80297	Negative	27	2286	2022-01-28T04:23:40.293828Z	2022-01-28T04:23:40.293843Z	2.392
@urdeathwarrant @TunCarlos666 Bila pula aku sokong DAP?? bodoh betul manusia mcm ni!! Ko kena ingat, ko pangkah sap https://t.co/Lgm17ZmQp9	80296	Negative	27	2285	2022-01-28T04:23:37.495610Z	2022-01-28T04:23:37.495624Z	3.06
Ada PM kesah ? Ada TPM kesah ? Ada menteri2 bodoh tu kesah ? Diorang kesah politik babi diorang je	80295	Negative	27	2284	2022-01-28T04:23:34.044287Z	2022-01-28T04:23:34.044300Z	2.044
Waspada manuver gerakan politik pegawai KPK yang tidak lolos KPK. TWK KPK Profesional #MAsahkanTWKdiKPK https://t.co/vuAVVGExGA	80294	Neutral	27	2283	2022-01-28T04:23:31.600237Z	2022-01-28T04:23:31.600250Z	4.774
Jarang2 nak masuk campur urusan politik ni. Hello @AzminAli marah sangat ke tak dilantik sebagai TPM? Kesian.. buat https://t.co/YU1uqENqOG	80293	Negative	27	2282	2022-01-28T04:23:26.441445Z	2022-01-28T04:23:26.441461Z	2.453
#KualaLumpur Sahabat Alam Malaysia (SAM) menggesa Kerajaan Pahang mengambil tindakan segera dengan menghentikan semua aktiviti perlombongan di tasik semula jadi kedua terbesar di Malaysia, Tasik Chini dan kawasan sekitarnya. https://t.co/PacSTuMXD9	80292	Positive	27	2281	2022-01-28T04:23:23.587541Z	2022-01-28T04:23:23.587554Z	2.712
PEMULIH: Kerajaan peruntukkan RM18 juta untuk bank tempatan sediakan 30 unit bank bergerak di Semenanjung Malaysia, https://t.co/LKVxyEUuqW	80291	Positive	27	2280	2022-01-28T04:23:20.474975Z	2022-01-28T04:23:20.474990Z	1.653
"@octoberKidd24 @rxzkammr_ @Laniimaee Jadi inget lagu ""Ayo kita bersatu, ganyang kepala batu"""	80290	Neutral	27	2279	2022-01-28T04:23:18.411888Z	2022-01-28T04:23:18.411901Z	4.941
@zarrahsaurus I dont think calling cina india pendatang is a good thing but spreading false information and being palatao aint it sisteru know portugis yang hancurkan kerajaan melayu melaka right? kalau takde melayu,nyonyas cultures takkan wujud	80289	Negative	27	2278	2022-01-28T04:23:13.060152Z	2022-01-28T04:23:13.060168Z	2.515
@Syihabuddin93 @H_Bakkaniy Maaf saudara. Bendera putih ni juga ada naik dibeberapa negeri pembangkang seperti Selan https://t.co/82TsIvC91B	80288	Negative	27	2277	2022-01-28T04:23:10.148488Z	2022-01-28T04:23:10.148503Z	3.334
Kerajaan negeri Pahang diam ajer kerr aherherher #majuteruspahang	80287	Negative	27	2276	2022-01-28T04:23:06.386535Z	2022-01-28T04:23:06.386557Z	3.933
Bro, cuba sedar diri dulu sebelum tweet benda merapu. 1. Isu air Kelantan 2. Pembalakan di kwsn org asli sampai terjejas ekosistem 3. Beli kereta sampai 700K lpas dpt royalti 4. Sembang Hudud 5. Sebelum jd kerajaan duk kritik pasal pusat judi dan no ekor, skrg knp diam?	80286	Negative	27	2275	2022-01-28T04:23:02.076902Z	2022-01-28T04:23:02.076915Z	2.667
Uk bersidang tuk bntu ngra dia pulih dri pandemic. Mlysia brsidang tuk tukar kerajaan, buat pilihan raya, pstu 5th https://t.co/XIGfWiVUxX	80285	Negative	27	2274	2022-01-28T04:22:58.967970Z	2022-01-28T04:22:58.967985Z	1.661
Kenapa Ku Li bersuara terhadap kerajaan dan UMNO? Ini sebabnya... Ikuti temubual eksklusif bersama Ahli Parlimen G https://t.co/QiaBKr6z5Q	80284	Neutral	27	2273	2022-01-28T04:22:56.898851Z	2022-01-28T04:22:56.898868Z	3.483
Ketua Umno Sabah percaya kenyataan Nazri Aziz itu sekadar pandangan peribadi. #FMTNews #BungMoktarRadin https://t.co/Sydh8eH29M	80283	Neutral	27	2272	2022-01-28T04:22:52.997623Z	2022-01-28T04:22:52.997639Z	4.165
Azmin ni masa jadi pembangkang nampak bagus siot. Jadi menteri serupa waknat !	80282	Negative	27	2271	2022-01-28T04:22:48.450238Z	2022-01-28T04:22:48.450250Z	1.526
@wannerrunner @f4kr0ls00d itu pondok umno kan? Kenape gitu semak samun? Takde ular bertelur kat situ ke?	80281	Negative	27	2270	2022-01-28T04:22:46.527810Z	2022-01-28T04:22:46.527827Z	1.306
Kerajaan Johor serah 130,000 kit ujian RTK-Ag kepada JKNJ @KKMPutrajaya @Hasni_Johor https://t.co/3nal9oFo0K https://t.co/BCZTOWhVBQ	80280	Positive	27	2269	2022-01-28T04:22:44.824222Z	2022-01-28T04:22:44.824235Z	1.873
Kalau Takiyuddin kata kerajaan nak buka Parlimen Sept ini tak perlulah YDP Agung dan Raja2 Melayu adakan Mesyuarat https://t.co/vxHi1Tqvzn	80279	Negative	27	2268	2022-01-28T04:22:42.557279Z	2022-01-28T04:22:42.557288Z	1.956
Sesi Teknikal Sistem eMYInd bersama Kementerian Perumahan dan Kerajaan Tempatan (KPKT) sebentar tadi dipengerusika https://t.co/klumVWOOKx	80278	Neutral	27	2267	2022-01-28T04:22:40.224106Z	2022-01-28T04:22:40.224119Z	3.523
@iamjefrizain @PASPusat @umnoonline @PartiAmanah Semua ahli parti politik hanya pentingkan undi.	80277	Negative	27	2266	2022-01-28T04:22:36.317092Z	2022-01-28T04:22:36.317108Z	1.665
@RamliRizal Buseet.. jaman udah teknologi 5.0, jualan nya bukit algoritma, saat di beri kekuasaan, gaya politik nya https://t.co/9y30IzzgS6	80276	Negative	27	2265	2022-01-28T04:22:34.286762Z	2022-01-28T04:22:34.286775Z	4.634
Jauh sangat lari konteks. Perang Salib berlaku berbeza tahun dengan kerajaan Melaka. Even kerajaan Melaka tidak ter https://t.co/2f2a6fmiuy	80275	Negative	27	2264	2022-01-28T04:22:29.259825Z	2022-01-28T04:22:29.259838Z	6.21
kahkah ko menafikan, so betullakan kerajaan korang ni memang penuh taik, kalau kau in right position takkannya nak https://t.co/yF8mS4ffUK	80274	Negative	27	2263	2022-01-28T04:22:22.651845Z	2022-01-28T04:22:22.651858Z	6.064
Hampa nak maghah pasai pa, hampa kerajaan kot! https://t.co/139igIg4JL	80273	Negative	27	2262	2022-01-28T04:22:16.199536Z	2022-01-28T04:22:16.199551Z	2.312
Jadi? Ko mok undi sapa? DAP? Sik function. PKR? Berebut kuasa. Parti Dayak? Sik da maruah. Tweet kiang kaung pun sik guna juak. Bak kata asshole riya.. Twitter cuma echo chamber jak. Gedebang jak lebih. Sik juak ke cney2.	80272	Negative	27	2261	2022-01-28T04:22:13.496435Z	2022-01-28T04:22:13.496449Z	12.248
@amofficialmy Mungkin orang ni ado jawapan sebab skrg dia berada dalam kerajaan https://t.co/kDpoTZlQuk	80271	Neutral	27	2260	2022-01-28T04:22:00.854073Z	2022-01-28T04:22:00.854087Z	4.661
@PejuangJiwa Kenapa sampai begini? Sebab yang membuat keputusan yang menentukan nasib negara semua tak bijak, kan? https://t.co/2BN5xDOM6y	80270	Negative	27	2259	2022-01-28T04:21:55.813687Z	2022-01-28T04:21:55.813709Z	2.341
IMUNISASI COVID-19 | Pesawat Raya Airways TH 384, yang membawa satu juta vaksin Pfizer-BioNTech sumbangan kerajaan https://t.co/4gtWfooc9y	80269	Positive	27	2258	2022-01-28T04:21:53.088981Z	2022-01-28T04:21:53.088995Z	4.253
Dah mulaaaa dah permainan politik seks dia. Surely the lowest of the low.	80268	Negative	27	2257	2022-01-28T04:21:48.449571Z	2022-01-28T04:21:48.449586Z	1.762
Nak harap kerajaan sekarang dengar video ni berbicara? Rakyat mintak tutup kilang pun die pegi tutup tero Lembah Kl https://t.co/UR2GnkrIew	80267	Negative	27	2256	2022-01-28T04:21:46.301524Z	2022-01-28T04:21:46.301539Z	1.396
@KenaTroll Saya tak sebut langsung pasal kepimpinan dan politik dalam tweet saya berkaitan ni. Saya just sebut real https://t.co/N92sER6iUX	80266	Negative	27	2255	2022-01-28T04:21:44.502927Z	2022-01-28T04:21:44.502942Z	11.863
Al-kisahnya, parti pembangkang pun mati pucuk. #malaysia #malaysiakoyak #Malaysialockdown	80265	Negative	27	2254	2022-01-28T04:21:32.232343Z	2022-01-28T04:21:32.232357Z	2.05
10 kali pon kerajaan baru setahun je elok tahun kedua tengok la huru hara macam mana	80264	Negative	27	2253	2022-01-28T04:21:29.790707Z	2022-01-28T04:21:29.790721Z	4.389
Aku selalunya tak layan sangat politik atau ap yang jadi belakang tabir malaysia ni, tapi sejak dua menjak ni aku d https://t.co/njHmJmIJrg	80263	Negative	27	2252	2022-01-28T04:21:24.995239Z	2022-01-28T04:21:24.995257Z	2.898
Tukar regim umno lebih baik dari cuba hancur kan umno. Mybe ini yg sedang Di usahakan . Bila berlaku tukar regim https://t.co/CmmMDEr1kH	80262	Negative	27	2251	2022-01-28T04:21:21.710241Z	2022-01-28T04:21:21.710256Z	1.112
