News,Label
Kementerian Pendidikan Bekukan Pertukaran Guru? Tular di media sosial dakwaan bahawa Kementerian Pendidikan Malaysia (KPM) telah membekukan proses permohonan pertukaran guru.,Fake
"Pihaknya menerima 5,573 permohonan pertukaran guru dari Sabah dan Sarawak ke Semenanjung sementara 873 permohonan dari Semenanjung ke negeri tersebut. “Kami masih menggunakan SOP sedia ada iaitu berdasarkan beberapa kriteria seperti kepentingan perkhidmatan, kekosongan jawatan di negeri yang dimohon dan keperluan opsyen di negeri yang dimohon. KPM juga memberi keutamaan kepada permohonan guru atas alasan mengikuti pasangan dan kami turut mempertimbangkan permohonan kes lain seperti sakit kronik dan ancaman keselamatan.” ",Real
Tiada Tindakan Diambil Oleh Kerajaan Berkenaan Projek Pan-Borneo Di Sabah Yang Ketinggalan ?,Fake
"Perdana Menteri, Tun Dr. Mahathir Mohamad memperjelaskan dakwaan bahawa kerajaan Malaysia tidak mengambil berat mengenai permasalahan projek Pan-Borneo di Sabah yang dikatakan ketinggalan. ",Real
Premis Di Sibu Jual Ayam Tidak Halal?,Fake
"Jabatan Agama Islam Sarawak (JAIS) memperjelaskan dakwaan bahawa Premis Fair Price, Kampung Datu, Sibu menjual ayam tidak halal sepertimana yang tular di media sosial. Menurut Pejabat Agama Islam Bahagian Sibu setelah membuat pemeriksaan susulan di premis Fair Price pada 18 Julai 2018 untuk mengesahkan maklumat yang telah ditularkan. Hasil daripada pemeriksaan tersebut adalah sebagaimana berikut: i. Premis Fair Price ini didaftarkan atas nama K & L Farming Industries Sdn Bhd, No 2B, 2C & 2D, Jalan Kampung Datu, Sibu. Premis ini BUKANLAH PEMEGANG Sijil Pengesahan Halal Malaysia. ii. Manakala, ayam yang dijual di premis ini adalah dibekalkan oleh K & L Farming Industries Sdn Bhd, Sublot 31, Lot 270-282, 9th Miles, Jalan Penrissen, 93250 Kuching, Sarawak yang merupakan pemegang Sijil Pengesahan Halal Malaysia dan masih sah sehingga 31 Oktober 2018. iii. Pemeriksaan ke atas beberapa sampel ayam yang dijual juga menunjukkan bahawa tiada keraguan terhadap kesan sembelihan. Sehubungan dengan itu, pengguna di Sarawak khususnya dinasihatkan menyemak terlebih dahulu dengan Bahagian Pengurusan Halal, Jabatan Agama Islam Sarawak sebelum menyebarkan maklumat-maklumat yang belum disahkan. ",Real
Perkhidmatan Telekomunikasi Prabayar Dikecualikan Cukai Perkhidmatan?,Fake
"Kementerian Kewangan Malaysia melalui siaran media rasmi pada 5 September 2018 mengesahkan bahawa perkhidmatan telekomunikasi pra-bayar dikecualikan daripada cukai perkhidmatan. Menurut siaran media MOF: Menteri Kewangan YB Lim Guan Eng telah mengarahkan supaya perkhidmatan telekomunikasi pra-bayar yang dibekalkan oleh syarikat-syarikat telekomunikasi kepada pelanggan warganegara Malaysia dikecualikan daripada cukai perkhidmatan. Pengecualian ini adalah berdasarkan kepada Seksyen 34(3)(a) Akta Cukai Perkhidmatan 2018 dan berkuatkuasa mulai 6 September 2018. Melalui pengecualian ini, pelanggan perkhidmatan telekomunikasi pra bayar akan mendapat nilai kredit sepenuhnya apabila membuat tambah nilai dan tidak lagi dikenakan cukai perkhidmatan. ",Real
Program Latihan Khidmat Negara (PLKN) Dimansuhkan?,Fake
"Jabatan Latihan Khidmat Negara memperjelaskan laporan bahawa Program Latihan Khidmat Negara (PLKN) adalah dimansuhkan, sepertimana yang hangat diperkatakan. Menurut kenyataan dari Jabatan Latihan Khidmat Negara: Dimaklumkan PROGRAM LATIHAN KHIDMAT NEGARA adalah DIMANSUHKAN dan urusan pengambilan pelatih ditamatkan. Kini, Jabatan Latihan Khidmat Negara diletakkan di bawah Kementerian Belia dan Sukan. Terima kasih kepada individu, ibu bapa dan semua pihak atas segala kerjasama dan sokongan yang diberikan dalam menjayakan program ini. ",Real
Pengendalian Pesakit Secara Tidak Wajar Oleh Hospital Kepala Batas?,Fake
"Jabatan Kesihatan Pulau Pinang memperjelaskan dakwaan bahawa pihak Hospital Kepala Batas telah melayani seorang pesakit yang datang ke wad kecemasan pada 10 Julai 2018 secara tidak wajar. Menurut kenyataan dari Jabatan Kesihatan Negeri Pulau Pinang : Jabatan Kesihatan Negeri Pulau Pinang (JKNPP) ingin merujuk kepada kenyataan yang dimuat naik oleh pemilik akaun di bawah nama ‘Intan lzwanee’ ke dalam laman Facebook “Penangkini” dan Komuniti Kepala Batas bertarikh 10 Julai 2018 mengenai ketidakpuasan hati terhadap rawatan pesakit di Jabatan Kecemasan dan Trauma, Hospital Kepala Batas. Untuk makluman semua, JKNPP telah dengan segera mengarahkan siasatan dilaksanakan mengenai isu yang dibangkitkan. Hasil siasatan mendapati pada 9 Julai 2018 pada jam 7.55 malam, Jabatan Kecemasan dan Trauma Hospital Kepala Batas telah menerima satu panggilan kecemasan dari pusat Medical Emergency Call Centre (MECC) mengenai insiden kemalangan di Jalan Permatang Buloh Kepala Batas. Ambulan dari Hospital Kepala Batas telah bertolak ke lokasi kejadian pada jam 8.00 malam dan tiba di lokasi pada jam 8.15 malam. Ambulan yang membawa pesakit telah tiba di Jabatan Kecemasan dan Trauma, Hospital Kepala Batas pada jam 8.35 malam bagi rawatan selanjutnya. Pesakit diturunkan dari ambulan dengan bantuan kerusi roda dan ditolak masuk oleh kakitangan hospital ke dalam Bilik Rawatan untuk menerima rawatan awal. Pesakit di triage sebagai kes Hijau (kes bukan kritikal). Rawatan awal yang diberikan kepada pesakit adalah suntikan Anti Tetanus (pencegahan kancing gigi) dan pencucian luka. Mengenai dakwaan bahawa tiada rawatan diberikan kepada pesakit semasa berada di Jabatan Kecemasan dan Trauma, Hospital Kepala Batas, perkara ini adalah disangkal sama sekali. Setelah selesai rawatan awal diberikan, paramedik menolak pesakit ke kaunter pendaftaran bagi urusan pendaftaran pada jam 8.46 malam dan pada ketika itu waris pesakit telah hadir. Pesakit seterusnya telah diserahkan kepada dua orang waris tersebut di hadapan kaunter pendaftaran memandangkan keadaan pesakit stabil. Oleh yang demikian dakwaan bahawa pesakit ditinggalkan selama 2 jam setengah tanpa ditemani oleh waris adalah tidak benar sama sekali. Pada jam 9.35 malam, pesakit telah ditolak masuk oleh waris untuk berjumpa Pegawai Perubatan bagi sesi konsultasi. Arahan untuk melakukan pemeriksaan X-ray telah diberikan dan pesakit telah ditolak oleh waris ke Unit Radiologi. Pada jam 10.06 malam, X-ray ke atas pesakit telah dilakukan. Selesai proses di Unit Radiologi, pesakit dan waris telah menyerahkan filem X-ray ke dalam Bilik 1, Zon Hijau pada jam 10.37 malam. Pesakit seterusnya berjumpa Pegawai Perubatan yang sama di Zon Hijau pada jam 10.43 malam. Pegawai Perubatan memaklumkan dada sebarang kepatahan yang berlaku hasil daripada pemeriksaan X-ray tersebut. Penerangan telah diberikan kepada pesakit dan waris yang menemani mengenai perkara tersebut. Pesakit telah dibenarkan pulang dan dibekalkan ubat-ubatan seperti ubat tahan sakit, ubat antibiotik, ubat cuci luka dan ubat kurang bengkak bersertakan sijil cuti sakit selama lima hari. Pihak Jabatan Kesihatan Negeri Pulau Pinang amat berharap penularan berita yang tidak tepat seperti yang ditularkan dapat dihentikan. JKNPP serta semua kakitangan amat komited dalam memberikan perkhidmatan kesihatan yang terbaik kepada masyarakat. Sekiranya terdapat isu mengenai perkara tersebut, orang awam digalakkan untuk berhubung terus bersama pihak pentadbiran hospital atau JKNPP sendiri bagi sebarang maklum balas. ",Real
Waspada Dari Membenarkan Akaun Bank Diguna Pihak Lain,Fake
,Real
Wujudnya Kumpulan Ajaran Sesat ‘Yayi’ Di Johor?,Fake
"Jabatan Agama Islam Negeri Johor (JAINJ) memperjelaskan laporan bahawa terdapat kumpulan ajaran  sesat ‘Yayi’  di Johor sepertimana yang hangat diperkatakan di media sosial. Menurut Ketua Penolong Pengarah Bahagian Penyelidikan JAINJ, Dr Mohd Azman Mohsin, Jabatan Agama Islam Negeri Johor (JAINJ) sudah mengambil tindakan terhadap kumpulan ajaran sesat ‘Yayi’ tahun lalu namun isu terbabit kembali ditularkan pihak tidak bertanggungjawab, baru-baru ini. Hasil risikan terhadap ajaran sesat itu didapati hanya membabitkan kalangan keluarga mereka saja dan tindakan terhadap kumpulan itu sudah diambil JAINJ. Beliau menjelaskan, “Kes ini (berlaku) pada tahun lalu sebenarnya, cuma ia baru ditularkan dan hasil risikan mendapati ia hanya membabitkan keluarga mereka saja. JAINJ sudah mengambil tindakan dan fatwa mengenai ajaran sesat ini sudah dikeluarkan Jabatan Mufti Johor, 24 Januari lalu. “Isu ini juga selesai berikutan kematian ketua kumpulan berkenaan dan mereka yang terbabit dengan kumpulan itu juga sudah menjalani kaunseling di Pejabat Kadi Daerah Tangkak dan Ibu Pejabat JAINJ. Pemantauan lanjut juga masih diteruskan oleh JAINJ”. ",Real
Akta Antiberita Tidak Benar Dimansuhkan?,Fake
"Jabatan Perdana Menteri (JPM) memperjelaskan dakwaan bahawa pemansuhan Akta Antiberita Tidak Benar (AATB) merupakan satu kerugian besar pada pihak kerajaan sepertimana yang tular di media sosial. Timbalan Menteri di Jabatan Perdana Menteri, Mohamed Hanipa Maidin berkata, pemansuhan itu dibuat kerana undang-undang dan akta sedia ada memadai untuk mendakwa mana-mana pihak yang membuat berita palsu bertujuan memfitnah. Pada masa sama, katanya, agensi penyiasatan dan penguat kuasa akan diperkasa bagi memastikan kes berita palsu dan fitnah dapat ditangani. Mohamed Hanipa berkata, perintah sementara dalam Akta Antiberita Tidak Benar 2018 terkandung dalam undang-undang sedia ada seperti Akta Kanun Acara Jenayah. Katanya, akta itu dilihat mengulangi banyak peraturan dalam undang-undang lain. ",Real
"Warga Emas Ditemui Di SS19/1 Subang Jaya? Tular di media sosial dakwaan kononnya seorang warga emas yang ditemui di SS19/1, Subang Jaya, Selangor dan masih berada di Balai Polis Subang Jaya.",Fake
"Ketua Polis Daerah Subang Jaya, Asisten Komisioner Mohammad Azlin Sadari berkata, mesej yang tular di media eletronik itu tidak benar. Menurutnya, selain berita tersebut tidak benar, imej lelaki dalam gambar tersebar juga tidak dikenali. ",Real
Individu Berpakaian Seperti Pengebom Berani Mati di Petaling Jaya ?,Fake
"Pihak polis memperjelaskan dakwaan bahawa penduduk di sebuah apartmen  digemparkan dengan kelibat seorang lelaki yang berpakaian seperti pengebom berani mati sepertimana yang tular di media sosial. Menurut Ketua Polis Daerah Petaling Jaya, ACP Mohd Zani Che Din, “Kira-kira pukul 7.40 malam, penduduk di sebuah apartmen di Damansara Perdana ternampak seorang lelaki berpakaian seperti pengebom berani mati. Ia sebenarnya untuk pesta Halloween dan dia dilihat masuk ke dalam lif dengan pakaian tersebut.” ",Real
"Kekacauan Kaum Di Kluang? Tular di media sosial dakwaan bahawa berlaku kekacauan kaum di Batu 4 dan Taman Puteri, Kluang.",Fake
"Polis Kluang menafikan status di satu komuniti Facebook yang menyatakan berlaku kekacauan kaum di Batu 4 dan Taman Puteri, Kluang. Ketua Polis Daerah Kluang, Asisten Komisioner Mohamad Laham berkata, maklumat berkenaan palsu dan pemeriksaan pihaknya mendapati tiada sebarang kekacauan di lokasi berkenaan dilaporkan kepada polis sehingga kini. “Siasatan awal sudah dibuat dan ternyata status berkenaan adalah palsu dan boleh membawa kepada ketidaktenteraman awam bagi masyarakat khususnya di Kluang. Malah gambar disertakan kononnya berlaku kekacauan sehingga seorang lelaki ditetak sehingga parah adalah gambar kejadian di Kuala Selangor. Saya sudah meminta anggota supaya membuat laporan polis terhadap status palsu itu bagi tindakan lanjut.” ",Real
Menteri Pendidikan Arahkan Supaya Sekolah Memberikan Sumbangan Kepada Tabung Harapan?,Fake
"Kementerian Pendidikan memperjelaskan dakwaan bahawa Menteri Pendidikan telah  mengarahkan supaya semua sekolah memberi sumbangan kepada Tabung Harapan. Menurut kenyataan Kementerian Pendidikan: Kementerian Pendidikan ingin mengeluarkan kenyataan rasmi bahawa YB Dr Maszlee Malik,Menteri Pendidikan Malaysia tidak pernah mengeluarkan sebarang arahan bertulis atau lisan kepada sekolah-sekolah khususnya di Negeri Kelantan untuk memberikan sumbangan kepada Tabung Harapan sebagaimana dakwaan yang tular di media sosial. Hasil siasatan yang dijalankan, ia adalah inisiatif Jabatan Pendidikan Negeri Kelantan yang melaksanakan kempen kutipan Tabung Harapan di sekolah-sekolah seluruh jajahan Negeri Kelantan. Walau bagaimanapun pelancaran kutipan tabung berkenaan telah dibatalkan oleh Jabatan Pendidikan Negeri Kelantan. ",Real
Lebuh Raya Central Spine Bakal Dikenakan Tol? Tular di media sosial dakwaan kononnya kutipan tol bakal dikenakan terhadap pengguna lebuh raya Central Spine (CSR) yang menghubungkan Pahang ke Kota Bharu.,Fake
"Timbalan Menteri Kerja Raya, Datuk Rosnah Abdul Rashid Shirlin memaklumkan bahawa lebuh raya Central Spine (CSR)  sepanjang 411 kilometer yang menghubungkan Pahang ke Kota Bharu, Kelantan, tidak akan dikenakan tol. Menurut Datuk Rosnah lagi, peruntukan bagi kos penyelenggaraan dibuat oleh kerajaan sebagaimana penyelenggaraan bagi jalan raya persekutuan.   ",Real
SPRM Bekukan Akaun Cucu Bekas Perdana Menteri?,Fake
"Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) memperjelaskan dakwaan bahawa  akaun cucu bekas Perdana Menteri Datuk Seri Najib Tun Razak telah dibekukan . SPRM menafikan pihaknya telah membekukan akaun bank cucu bekas Perdana Menteri Datuk Seri Najib Tun Razak. “Akaun cucunya tidak pernah dibekukan,” kata Timbalan Ketua Pesuruhjaya (Operasi) SPRM, Datuk Seri Azam Baki. ",Real
"Menteri Pelajaran Keluarkan Kenyataan Kasut Sekolah Mesti Dibeli Dari Jenama Tertentu? Hangat diperkatakan di media sosial dakwaan bahawa menurut Menteri Pelajaran mengeluarkan kenyataan bahawa kasut hitam murid-murid sekolah hendaklah dibeli dari jenama yang disyorkan kerajaan, dan sepuluh peratus dari setiap pembelian akan disumbangkan ke Tabung Harapan Negara.",Fake
"Menurut Menteri Pelajaran Dr Maszlee Malik, terdapat pihak yang tidak bertanggungjawab telah menyebar poster seperti yang tertera. Dr Maszlee turut menegaskan, kenyataan tersebut adalah palsu dan fitnah, serta beliau tidak pernah mengeluarkan kenyataan sebegini dan rakyat Malaysia boleh melihat kembali rakaman program Bicara Minda di Sinar Online. ",Real
KPM Tergesa-gesa Mengiktiraf UEC?,Fake
"Kementerian Pendidikan Malaysia (KPM) memperjelaskan dakwaan bahawa kerajaan tergesa-gesa mengiktiraf Sijil Peperiksaan Bersama (UEC) sepertimana yang tular di media sosial. Menurut kenytaan Menteri Pendidikan Dr Maszlee Malik: Kerajaan sedang melakukan kajian holistik sebelum membuat sebarang keputusan berkenaan pengiktirafan UEC. Pengiktirafan UEC adalah salah satu janji dalam manifesto Pakatan Harapan (PH) dan sebelum melaksanakan pengiktirafan ini, kita perlu ambil kira isu kepentingan bahasa Melayu sebagai bahasa kebangsaan, dan jika ada sebarang impak daripada keputusan pengiktirafan tersebut yang mungkin akan menjejaskan perpaduan serta keharmonian rakyat Malaysia. Justeru, pandangan dari pelbagai pihak adalah amat penting dan interaksi Kementerian bersama pihak-pihak yang berkenaan tetap menjadi keutamaan saya. Sekali lagi saya ingin menekankan bahawa apa saja keputusan yang kita ambil berkenaan pengiktirafan UEC ini, ia akan bersifah komprehensif dan holistik, tanpa mengugat kedudukan bahasa Melayu sebagai bahasa kebangsaan. ",Real
MARA Akan Dibuka Kepada Semua Kaum? Tular di media sosial dakwaan bahawa Majlis Amanah Rakyat (MARA) akan dibuka kepada semua kaum.,Fake
"Timbalan Menteri Pembangunan Luar Bandar, R Sivarasa menafikan dakwaan beliau mengesyorkan Majlis Amanah Rakyat (MARA) dibuka kepada semua kaum. Ahli Parlimen Sungai Buloh itu berkata, beliau tidak pernah membincangkan syor berkenaan sebagaimana didakwa segelintir pihak sehingga tular di media sosial. Beliau turut menafikan dakwaan cuba menukar nama MRSM kepada Maktab Rendah Sains Malaysia. Beliau menegaskan, “Ini tidak betul dan fitnah. Harap tidak diulang. Cadangan kepada tukar nama (MRSM) tidak pernah dibuat. Cadangan (kemasukan terbuka) pun tidak betul. Tidak pernah dibuat”. ",Real
Jabatan Veterinar Sarawak Lemaskan Anjing Untuk Pelupusan Haiwan Berjangkit? Tular di media sosial dakwaan bahawa Jabatan Veterinar Sarawak melemaskan anjing sebagai cara untuk melupuskan haiwan yang dijangkiti rabies.,Fake
"Pengerusi Jawatankuasa Pengurusan Bencana Negeri (JBPN) Sarawak, Datuk Amar Douglas Uggah Embas menafikan laporan mengenai tindakan Jabatan Veterinar negeri yang kononnya melemaskan anjing liar sebagai langkah melupuskan haiwan itu. Katanya, jika perkata itu berlaku beliau tidak akan teragak-agak mengambil tindakan yang tegas ke atas individu yang bertanggungjawab melakukannya. “Jabatan Veterinar mempunyai Prosedur Operasi Standard (SOP) dalam menangani masalah anjing liar yang ditangkap semasa Operasi Rabies yang kini giat dijalankan di negeri ini. Kita (Jabatan Veterinar) tidak melakukan perbuatan sedemikian, ia kejam. Jika betul perkara ini berlaku saya sendiri akan mengambil tindakan terhadap individu tersebut.” ",Real
"Projek Forest City Tidak Beri Sumbangan Kepada Johor, Dan Negara?",Fake
"Kerajaan Johor memperjelaskan dakwaan bahawa projek Forest City menyumbang terhadap pembangunan Johor dan negara, malahan turut membawa masuk 700,000 orang asing untuk memiliki hartanah di kawasan tersebut. ",Real
Pemberian Kad Pengenalan Biru Kepada Pemastautin Tetap Diberi Kepada Kaum Tertentu Sahaja?,Fake
"Kementerian Sumber Manusia memperjelaskan dakwaan bahawa pemberian taraf kewarganegaraan atau kad pengenalan biru kepada pemastautin tetap adalah dibuat kepada mereka dari kaum tertentu sahaja, sepertimana yang hangat diperkatakan. Menurut Menteri Sumber Manusia, M. Kula Segaran, pemberian taraf kewarganegaraan atau kad pengenalan biru kepada pemegang kad pengenalan merah serta berstatus pemastautin tetap berusia 60 tahun ke atas adalah untuk semua kaum dan bangsa, dan bukan hanya kepada individu berketurunan India sahaja. Katanya, sangkaan bahawa pemberian tersebut hanya untuk individu berketurunan India mungkin timbul kerana ramai yang berjumpa dengan Perdana Menteri Tun Dr Mahathir Mohamad berhubung isu itu adalah ahli-ahli Parlimen berbangsa India. “Semalam Kabinet menyatakan secara khusus ia untuk semua. Mungkin majoriti kes melibatkan satu kaum namun banyak juga orang Melayu , Cina , Kadazan and Iban memegang kad pengenalan merah.” ",Real
"Mahkamah Tinggi Jalan Duta Terbakar? Tular di media sosial dakwaan bahawa Mahkamah Tinggi Jalan Duta, Kuala Lumpur telah terbakar.",Fake
"Menurut Pengarah Jabatan Bomba dan Penyelamat Malaysia (JBPM) Kuala Lumpur, Khirudin Drahman, kawasan hutan dan belukar seluas hampir dua hektar di Jalan Kuching berhampiran susur ke Bulatan Segambut, Kuala Lumpur, terbakar malam tadi. Katanya, pihaknya menerima panggilan kecemasan berhubung kejadian itu pada 9.56 malam dan seramai 32 anggota dari pelbagai Balai Bomba dan Penyelamat (BBP) telah dikerahkan ke lokasi kejadian. “Setiba di lokasi, kami mendapati api sedang marak dan merebak menghampiri bangunan Kompleks Mahkamah Jalan Duta. Kami mengambil masa kira-kira satu jam untuk mengawal kebakaran sepenuhnya. Punca kebakaran masih disiasat.” ",Real
Waspada Testimoni Produk Kesihatan Yang Tidak Munasabah,Fake
"Orang ramai diminta berhati-hati dengan testimoni produk kesihatan yang tak munasabah. Jabatan Kesihatan Negeri Kelantan menasihati masyarakat supaya lebih bijak dalam membuat pilihan dan tidak terpengaruh dengan testimoni yang tidak munasabah. Menurut Pengarahnya, Dr Zaini Hussin, beliau berharap agar masyarakat mendapatkan informasi serta maklumat lengkap mengenai satu-satu produk sebelum menggunakannya. Katanya, dalam isu melibatkan kopi yang dicampur cecair peluntur, ia adalah satu tindakan yang tidak relevan dan boleh mengundang bahaya kepada pengguna. “Ramai penjual yang membuat testimoni yang tidak munasabah. Bukan hanya dalam isu kopi ini malah produk lain juga ada. Secara logik, ia tidak relevan kerana peluntur tidak boleh diminum. Dalam hal ini, penjual perlu mematuhi peraturan makanan yang telah ditetapkan. Pengguna pula jangan cepat terpedaya dengan tertimoni hebat kerana ia hanya gimik pemasaran.” ",Real
Bangunan Angkasapuri Di Kuala Lumpur Terbakar? Hangat diperkatakan di media sosial dakwaan bahawa bangunan Angkasapuri di Kuala Lumpur terbakar.,Fake
"Menurut Jurucakap Jabatan Bomba dan Penyelamat Malaysia (JBPM) Kuala Lumpur, berita mengenai kejadian kebakaran bangunan di Angkasapuri tidak benar. Katanya, pihaknya tidak menerima sebarang laporan berhubung kejadian kebakaran bangunan itu. “Kami juga tidak menerima panggilan mengenai kebakaran di Angkasapuri daripada Pusat Gerakan Operasi JBPM Kuala Lumpur setakat ini.” ",Real
Ancaman Bom Di Bangunan Sri Pentas? Tular di media sosial dakwaan bahawa terdapat ancaman bom di Bangunan Sri Pentas di Bandar Utama sepertimana yang dilaporkan media.,Fake
"Menurut Ketua Polis Daerah Petaling Jaya ACP Mohd Zani Che Din, bangunan Sri Pentas di Bandar dikosongkan susulan panggilan ancaman bom namun pihak polis mengesahkan tiada objek mencurigakan ditemui. Pihaknya menerima panggilan mengenai ancaman bom berkenaan pada 10.12 malam daripada seorang lelaki. Berikutan itu, sepasukan unit bom Ibu Pejabat Polis Kontinjen Selangor dikejarkan ke lokasi. “Tindakan polis mengarahkan kesemua staf keluar dan pemeriksaan mendapati tiada sebarang objek yang mencurigakan ditemui. Ini hanyalah panggilan palsu.” 
 ",Real
Plaza Tol Bawah Kendalian PLUS Tidak Selamat Digunakan?,Fake
"PLUS Malaysia Berhad (PLUS) memperjelaskan dakwaan bahawa plaza tol dibawah kendalian PLUS adalah tidak selamat digunakan berikutan insiden angin kencang serta ribut sehingga menyebabkan siling Plaza Tol Bukit Raja runtuh sepertimana yang hangat diperkatakan. Menurut Pengarah Urusan PLUS, Datuk Azman Ismai, PLUS telah menjalankan pemeriksaan terperinci di semua 92 plaza tol kendaliannya di seluruh negara, dan  walaupun terdapat beberapa plaza tol yang perlu ditambah baik, namun kesemuanya berada dalam keadaan yang baik pada ketika ini. “Kami juga telah membuat pemeriksaan yang serupa di semua plaza tol untuk memastikan integriti yang ditetapkan. Buat masa ini, kami dapat beri kepastian bahawa integriti plaza tol berada dalam keadaan baik. Namun, ada plaza-plaza tol yang perlu diadakan penambahbaikan.” 
 ",Real
Terdapat Dakwaan Cubaan Culik Oleh Lanun Di Perairan Sabah ?,Fake
"ESSCOM memperjelaskan dakwaan seorang pelakon terkenal yang mengatakan beliau hampir diculik oleh lanun di perairan Sabah yang berada dalam kawalan Kawasan Keselamatan Khas Pantai Timur Sabah (ESSCOM) sepertimana yang tular di media sosial. Menurut Komander ESSCOM, Datuk Hazani Ghazali,sepanjang penggambaran filem itu di kawasan yang dirujuk sebagai pelantar Tun Sharifah Roziah (TSR), pelakon serta kru disertai oleh pasukan keselamatan terlatih, Pasukan Khas Laut (PASKAL). “Saya percaya tidak ada cubaan melakukan culik kepada mereka. Kenyataan itu mengundang persepsi negatif orang awam terhadap tahap keselamatan di perairan Zon Selamat Timur Sabah (ESSZONE). Kenyataan pelakon ini juga amat mengelirukan walaupun ia mungkin hanya gimik promosi filem dan janganlah menggunakan kenyataan ini hanya untuk publisiti murahan bagi menarik minat penonton yang dijangka ditayangkan September 2018. Setakat ini rekod menunjukkan tidak ada sebarang kejadian cubaan culik atau penculikan berlaku sepanjang 2017 dan 2018 (di pantai timur Sabah).”   ",Real
Sapuan Lemak Jenama Flora Mengandungi Bahan Tidak Halal?,Fake
"Bahagian Hab Halal JAKIM memperjelaskan kenyataan yang dikeluarkan oleh Federation of Islamic Associations of New Zealand (FIANZ) bahawa sapuan lemak jenama Flora mengandungi bahan yang tidak halal sepertimana yang tular di media sosial. Bahagian Hab Halal JAKIM memaklumkan bahawa syarikat Unilever (Malaysia) Holdings Sdn Bhd tidak mengimport produk tersebut ke negara ini. Justeru, pengguna disarankan agar merujuk pihak yang berautoriti dalam memperoleh penjelasan lanjut berkenaan sesuatu isu halal yang tular di media sosial sebelum menyebarkannya. ",Real
Susu Rumusan Bayi  Buatan Malaysia Yang Ditarik Balik Dari Singapura Dijual Di Malaysia?,Fake
"Kementerian Kesihatan Malaysia (KKM) memperjelaskan laporan bahawa susu rumusan bayi jenama Dumex Mamil Gold-Step 1 buatan Malaysia yang dilaporkan ditarik balik dari pasaran Singapura dijual dalam pasaran Malaysia sepertimana yang dilaporkan media. Menurut kenyataan rasmi Kementerian Kesihatan Malaysia : Kementerian Kesihatan Malaysia (KKM) mengambil maklum mengenai isu penarikan balik susu rumusan bayi jenama Dumex Mamil Gold-  1 buatan Malaysia dari pasaran Singapura di laman sesawang   (AVA) bertarikh 20 Ogos 2018. Laporan tersebut menyatakan pihak   (AVA) telah mengarahkan produk susu rumusan bayi jenama Dumex Mamil Gold-  1  ditarik balik dari pasaran di Singapura kerana dikesan tercemar dengan bakteria  . Produk susu rumusan bayi yang terlibat mempunyai berat bersih 850g setiap tin, nombor batch 09117R1 dan tarikh luput pada 11 September 2019. Bakteria   terdapat secara meluas di persekitaran yang boleh hidup dalam keadaan kering seperti susu formula bayi. Jangkitan   jarang berlaku, namun bakteria ini boleh membawa maut kepada bayi baru lahir kerana ia menyebabkan meningitis atau sepsis. Simptom yang ditunjukkan oleh bayi seperti demam, tiada selera makan atau kelesuan. Hasil siasatan KKM melalui Bahagian Keselamatan dan Kualiti Makanan mendapati  KKM ingin juga menegaskan bahawa sebarang susu rumusan bayi untuk jualan perlu mematuhi Peraturan 389, Peraturan-Peraturan Makanan 1985 di bawah Akta Makanan 1983. Hasil pemantauan KKM dari tahun 2015 sehingga kini, sejumlah 129 sampel telah diambil dan didapati tiada bakteria  dikesan dalam produk susu rumusan bayi. KKM akan terus meningkatkan pemantauan ke atas produk susu rumusan bayi di pasaran tempatan bagi memastikan pematuhan ke atas Akta Makanan 1983 dan peraturan-peraturan di bawahnya. Di bawah subseksyen 13(1), Akta Makanan 1983, menyatakan mana-mana orang yang menyediakan atau menjual apa-apa makanan yang ada dalam atau padanya apa-apa bahan yang beracun, merosakkan atau selainnya memudaratkan kesihatan adalah melakukan suatu kesalahan dan apabila disabitkan kesalahan boleh dikenakan denda yang tidak melebihi RM 100,000 atau penjara selama tempoh tidak melebihi 10 tahun atau kedua-duanya. KKM sentiasa peka dan prihatin terhadap perkara-perkara yang boleh mengancam kesihatan pengguna. Sekiranya pengguna mempunyai sebarang kemusykilan berhubung sebarang isu keselamatan makanan, pengguna boleh menghubungi mana-mana Pejabat Kesihatan Daerah atau Jabatan Kesihatan Negeri terdekat atau melalui laman sesawang   atau facebook Bahagian Keselamatan dan Kualiti Makanan (BKKM)  . ",Real
Produk Roti Massimo Mengandungi DNA Babi? Tersebar luas sebuah mesej yang dikitar semula yang mendakwa kononnya roti produk Massimo keluaran Syarikat The Italian Baker mengandungi DNA babi.,Fake
Bahagian Hab Halal JAKIM melalui kenyataan di media sosial menafikan perkara tersebut. Produk Massimo keluaran Syarikat The Italian Baker Sdn Bhd adalah pemegang Sijil Pengesahan Halal Malaysia (SPHM) dan tarikh luput SPHM tersebut masih sah sehingga kini. ,Real
Pemberian Ubat-Ubatan Berkos Tinggi Kepada Pesakit Ditangguhkan KKM?,Fake
