"Program Name","Program Group","Program Description","Program Website URL","Date Started","Date Ended","Program Location","Contact Email","Startup Name","Startup Oneliner","Startup Description","Year Founded","Origin Country","Startup Website URL","Industry 1","Industry 2","Industry 3","Industry 4","Industry 5"
"Grill Or Chill - Startup 2015-12","Grill Or Chill","Not Available","Not Available","2015 Dis 02 24:00 PG +08:00",-,"Not Available","Not Available",Tell'n'search,"Not Available","Easily identify talent and match capabilities to your specific needs. People analytics made easy.",2012,Malaysia,http://tellnsearch.com,"Jobs & HR","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-1","Grill Or Chill","Not Available","Not Available","2016 Jan 29 24:00 PG +08:00",-,"Not Available","Not Available",3itech,"Not Available","Disrupting The Travel Space","Not Available",Malaysia,http://3itech.co,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-1","Grill Or Chill","Not Available","Not Available","2016 Jan 29 24:00 PG +08:00",-,"Not Available","Not Available","Anything Scientific","Not Available","Marketplace Platform for Laboratory Supply",2015,Malaysia,https://anythingscientific.com/,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-1","Grill Or Chill","Not Available","Not Available","2016 Jan 29 24:00 PG +08:00",-,"Not Available","Not Available","Auto Craver","connect people who buy or sell used car through an online platform that eliminates expensive middleman like car dealership","Auto Craver provides the comfort of buying a second hand car without actually going to a dealership and having to deal with creepy salesmen’s. Hop on our site, browse and shortlist potentials cars which translates to cost servings for you.Furthermore quite a lot of people may not know about buying a car and thus Auto Craver provides an independent opinion on the status and condition of the car. Auto Craver will perform a comprehensive 150-Point inspection, test drive and provide a complete inspection result for the buyer to shortlist their preference",2016,Malaysia,http://www.autocraver.com,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-1","Grill Or Chill","Not Available","Not Available","2016 Jan 29 24:00 PG +08:00",-,"Not Available","Not Available",DealsPic,"Not Available","App for deals hunting:",2018,Malaysia,http://dealspic.com,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-1","Grill Or Chill","Not Available","Not Available","2016 Jan 29 24:00 PG +08:00",-,"Not Available","Not Available",Sodaku,"Not Available","we've helped thousands of people get the perfect domain name","Not Available",Malaysia,http://www.sodaku.com,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-2","Grill Or Chill","Not Available","Not Available","2016 Feb 26 24:00 PG +08:00",-,"Not Available","Not Available","Beer Please","Not Available","Not Available","Not Available",Malaysia,"Not Available","Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-2","Grill Or Chill","Not Available","Not Available","2016 Feb 26 24:00 PG +08:00",-,"Not Available","Not Available","Dive Holidays","Not Available","Dive-booking App",2016,Malaysia,http://www.dive-holidays.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-2","Grill Or Chill","Not Available","Not Available","2016 Feb 26 24:00 PG +08:00",-,"Not Available","Not Available","iSports Asia","Not Available","Sport Influcencer Platform",2015,Malaysia,http://isportsasia.com,"Sports & Recreation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-2","Grill Or Chill","Not Available","Not Available","2016 Feb 26 24:00 PG +08:00",-,"Not Available","Not Available",Keenobot,"Not Available","At Green Code Solution, we develop Keenobot, a learning system consists of easy to build robot bricks and programming editor that teaches kids computer programming.
We want to inspire, educate and train kids and adults alike to become better thinkers, makers and inventors. ",2016,Malaysia,http://keenobot.com/,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-2","Grill Or Chill","Not Available","Not Available","2016 Feb 26 24:00 PG +08:00",-,"Not Available","Not Available",mjogo,"Not Available","Searching and booking sports facility",2015,Malaysia,http://mjogo.com,"Sports & Recreation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-3","Grill Or Chill","Not Available","Not Available","2016 Mac 25 24:00 PG +08:00",-,"Not Available","Not Available",CatJira,"a marketplace that makes collaboration between marketers and content creators easy","CatJira is a marketplace that makes collaboration between marketers and content creators easy.",2015,Malaysia,http://www.catjira.com,"Event, Marketing, Advertising","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-3","Grill Or Chill","Not Available","Not Available","2016 Mac 25 24:00 PG +08:00",-,"Not Available","Not Available",Sectel.io,"Not Available","Your phone line for confidential communication","Not Available",Malaysia,http://sectel.io/,Social,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-3","Grill Or Chill","Not Available","Not Available","2016 Mac 25 24:00 PG +08:00",-,"Not Available","Not Available",UNIMUF,"Not Available","Unimuf is a website that provides you with a car to be rented in the easiest and convenient way possible. Not only we provide cars for rentals, we also provide a ‘transporter service’ to ease your transport from a place to another without the hassle of looking for a parking spot and end up paying for it!",2017,Malaysia,http://www.unimuf.com,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-3","Grill Or Chill","Not Available","Not Available","2016 Mac 25 24:00 PG +08:00",-,"Not Available","Not Available",Wallert,"Not Available","Slim, Stylish and Smart Wallet","Not Available",Malaysia,http://wallert.co,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-4","Grill Or Chill","Not Available","Not Available","2016 Apr 29 24:00 PG +08:00",-,"Not Available","Not Available","AisKosong Apps","Not Available","Uni students discounts mobile app",2017,Malaysia,http://aiskosong.my,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-4","Grill Or Chill","Not Available","Not Available","2016 Apr 29 24:00 PG +08:00",-,"Not Available","Not Available",kedaiweb.site,"Not Available","E-commerce platform",2016,Malaysia,https://kedaiweb.site/,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-4","Grill Or Chill","Not Available","Not Available","2016 Apr 29 24:00 PG +08:00",-,"Not Available","Not Available",Raprid,"Not Available","Hardware startup building electric based last mile vehicle","Not Available",Malaysia,https://www.linkedin.com/company/raprid-limited,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-4","Grill Or Chill","Not Available","Not Available","2016 Apr 29 24:00 PG +08:00",-,"Not Available","Not Available",Triptone,"Not Available","Bridging event managers and micro job seekers","Not Available",Malaysia,http://triptone.biz/,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-4","Grill Or Chill","Not Available","Not Available","2016 Apr 29 24:00 PG +08:00",-,"Not Available","Not Available",Wallert,"Not Available","Slim, Stylish and Smart Wallet","Not Available",Malaysia,http://wallert.co,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-5","Grill Or Chill","Not Available","Not Available","2016 Mei 27 24:00 PG +08:00",-,"Not Available","Not Available","Auto Craver","connect people who buy or sell used car through an online platform that eliminates expensive middleman like car dealership","Auto Craver provides the comfort of buying a second hand car without actually going to a dealership and having to deal with creepy salesmen’s. Hop on our site, browse and shortlist potentials cars which translates to cost servings for you.Furthermore quite a lot of people may not know about buying a car and thus Auto Craver provides an independent opinion on the status and condition of the car. Auto Craver will perform a comprehensive 150-Point inspection, test drive and provide a complete inspection result for the buyer to shortlist their preference",2016,Malaysia,http://www.autocraver.com,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-5","Grill Or Chill","Not Available","Not Available","2016 Mei 27 24:00 PG +08:00",-,"Not Available","Not Available",Essaba,"The musical world of Essaba, singing feel good music.","The musical world of Essaba, singing feel good music.",2017,Malaysia,http://essaba.com,"Sports & Recreation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-5","Grill Or Chill","Not Available","Not Available","2016 Mei 27 24:00 PG +08:00",-,"Not Available","Not Available",Planoplan,"Not Available","Planoplan is a simple 3D room planner for creating interior design, renderings, VR room tours and calculating home renovation costs.","Not Available",Germany,http://planoplan.com/en,"Consulting & Services","Lifestyle & Fashion","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-5","Grill Or Chill","Not Available","Not Available","2016 Mei 27 24:00 PG +08:00",-,"Not Available","Not Available","Tukang Fikir","Not Available","Nekad mahu mengubah keadaan itu, kami mahu memberikan situasi sebenar dunia bisnes dari pengalaman kami",2016,Malaysia,http://tukangfikir.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-5","Grill Or Chill","Not Available","Not Available","2016 Mei 27 24:00 PG +08:00",-,"Not Available","Not Available","Vase Technologies","Not Available","Market research via means of surveys",2016,Malaysia,https://client.getvase.com/product.pdf,"Not Available","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-6","Grill Or Chill","Not Available","Not Available","2016 Jun 24 24:00 PG +08:00",-,"Not Available","Not Available",ATSB,"Not Available","Setelite solution",2017,Malaysia,http://atsb.my/,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-6","Grill Or Chill","Not Available","Not Available","2016 Jun 24 24:00 PG +08:00",-,"Not Available","Not Available",Ditto,"Not Available","Ditto is a mobile app that connects millennials for shared activities on demand",2017,Malaysia,https://www.youtube.com/watch?v=-FA3ZrhGo2A,Social,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-6","Grill Or Chill","Not Available","Not Available","2016 Jun 24 24:00 PG +08:00",-,"Not Available","Not Available","GO COACH","Not Available","On Demand Sport Coach",2016,Malaysia,http://gocoachnow.com,"Sports & Recreation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-6","Grill Or Chill","Not Available","Not Available","2016 Jun 24 24:00 PG +08:00",-,"Not Available","Not Available","Halal Navi","Not Available","Mobile app to discover restaurants serving halal food",2014,Malaysia,http://halal-navi.com,"Food & Beverages","Travel & Tourism","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-7","Grill Or Chill","Not Available","Not Available","2016 Jul 29 24:00 PG +08:00",-,"Not Available","Not Available",Airshoppr,"Not Available","Shop anything worldwide. Earn money as a traveller.","Not Available",Malaysia,http://airshoppr.co,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-7","Grill Or Chill","Not Available","Not Available","2016 Jul 29 24:00 PG +08:00",-,"Not Available","Not Available",CanLaw,"Lawyer-discovery platform. ","CanLaw is a legal-tech startup providing a lawyer-discovery platform. Our vision is a world with open access to justice. We are passionate advocates of justice and the rule of law. We believe we can ensure justice for everybody by innovating legal services through the use of technology. Our goal is to help people find the right lawyer at the right price; and to provide lawyers with legal means of being discovered by clients. Ultimately, we see ourselves as passionate advocates of the rule of law and are committed to create a world with open access to justice. ",2017,Malaysia,https://canlaw.asia/,"Consulting & Services","Legal and Law","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-7","Grill Or Chill","Not Available","Not Available","2016 Jul 29 24:00 PG +08:00",-,"Not Available","Not Available","Celik Al Quran","Not Available","Learn read Al Quran interactively",2014,Malaysia,http://celikalquran.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-7","Grill Or Chill","Not Available","Not Available","2016 Jul 29 24:00 PG +08:00",-,"Not Available","Not Available",forEdu,"Not Available","Online platform for student assessment.","Not Available",Malaysia,https://youtu.be/7iWvhiSnvAo,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-7","Grill Or Chill","Not Available","Not Available","2016 Jul 29 24:00 PG +08:00",-,"Not Available","Not Available","Under One Roof","Not Available","Not Available","Not Available",Malaysia,"Not Available",E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-8","Grill Or Chill","Not Available","Not Available","2016 Ogos 26 24:00 PG +08:00",-,"Not Available","Not Available",Bubbly,"Not Available","BUBBLINK is a platform to meet like-minded people to fulfill your requests, such as matchmaking, job searching and others utilizing the power of networking.","Not Available",Malaysia,http://bubblybubblink.wixsite.com/prototype,Social,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-8","Grill Or Chill","Not Available","Not Available","2016 Ogos 26 24:00 PG +08:00",-,"Not Available","Not Available",Drava,"Not Available",Transportation,2017,Malaysia,http://drava.biz/,"Logistic & Transportation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-8","Grill Or Chill","Not Available","Not Available","2016 Ogos 26 24:00 PG +08:00",-,"Not Available","Not Available","Mind Propel","Not Available","Home of business and personal development.",2016,Malaysia,http://mindpropel.com,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-8","Grill Or Chill","Not Available","Not Available","2016 Ogos 26 24:00 PG +08:00",-,"Not Available","Not Available",Rivil,"Not Available","Travel itinerary building app",2017,Malaysia,http://rivil.co,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-8","Grill Or Chill","Not Available","Not Available","2016 Ogos 26 24:00 PG +08:00",-,"Not Available","Not Available",Terapi.MY,"On-site massage therapy for businesses","Online platform to book massage services at home.",2015,Malaysia,http://terapi.my,"Medical, Health & Wellness","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-9","Grill Or Chill","Not Available","Not Available","2016 Sep 30 24:00 PG +08:00",-,"Not Available","Not Available","Beyond Borders","Not Available","We bring safety and comfort to Overseas real-estate transactions","Not Available",Japan,http://beyondborders.jp/,"Real Estate","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-9","Grill Or Chill","Not Available","Not Available","2016 Sep 30 24:00 PG +08:00",-,"Not Available","Not Available","Majalah Niaga","Not Available","Entreprenuer Blog",2010,Malaysia,http://majalahniaga.com,"Media and Entertainment","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-9","Grill Or Chill","Not Available","Not Available","2016 Sep 30 24:00 PG +08:00",-,"Not Available","Not Available",SportsPlay,"Allows users to discover new friends by connecting them to Other individuals looking  fOt Players to play their favourite sport. ","A Smart Learning(Artificial Intelligence) Platform for Sports. ""We Bring Sports to You."" SportsPlay, is a Smart Learning Platform to matched users with recommended sports activities, sports learnings, sports academies, sports contents, sports data & beneficial sports related recommendations. Its help users to increase & maintain for healthier lifestyle. 
https://www.youtube.com/channel/UC7z877MbrP7r7AlPsCf3GUg",2017,Malaysia,"http:// http://sportsplay.asia","Sports & Recreation","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-9","Grill Or Chill","Not Available","Not Available","2016 Sep 30 24:00 PG +08:00",-,"Not Available","Not Available",ValueBuy.com,"Not Available","E-comerce Site",1998,Malaysia,http://ValueBuy.com,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-10","Grill Or Chill","Not Available","Not Available","2016 Okt 28 24:00 PG +08:00",-,"Not Available","Not Available","Advanced Comm","Not Available","Our goal is to provide good communication to all visitors in Japan regarding if you are going for a business trip or a vacation.",2015,Malaysia,https://www.globaladvancedcomm.com/,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-10","Grill Or Chill","Not Available","Not Available","2016 Okt 28 24:00 PG +08:00",-,"Not Available","Not Available",DARCK,"Not Available","Crowdsource Adverising Platform",2015,Malaysia,http://darck.co,"Event, Marketing, Advertising","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-10","Grill Or Chill","Not Available","Not Available","2016 Okt 28 24:00 PG +08:00",-,"Not Available","Not Available",directlending.com.my,"Not Available","Online personal lending platform - faster, simpler, safer dan more affordable ",2017,Malaysia,https://www.directlending.com.my/,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-10","Grill Or Chill","Not Available","Not Available","2016 Okt 28 24:00 PG +08:00",-,"Not Available","Not Available",iReka,"Not Available","specialized in developing native iOS, Android and Laravel apps.",2017,Malaysia,http://irekasoft.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-11","Grill Or Chill","Not Available","Not Available","2016 Nov 25 24:00 PG +08:00",-,"Not Available","Not Available",40Days.my,"Not Available","Not Available",2016,Malaysia,http://40days.my,"Medical, Health & Wellness","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-11","Grill Or Chill","Not Available","Not Available","2016 Nov 25 24:00 PG +08:00",-,"Not Available","Not Available","Easytech Digital Solution","Not Available","Website development solution",2016,Malaysia,http://poan.byethost3.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-11","Grill Or Chill","Not Available","Not Available","2016 Nov 25 24:00 PG +08:00",-,"Not Available","Not Available","Makan Jom","Not Available","Halal food and restaurant discovery app",2014,Malaysia,http://makanjom.com,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-11","Grill Or Chill","Not Available","Not Available","2016 Nov 25 24:00 PG +08:00",-,"Not Available","Not Available",MySupermarket,"Not Available","An online price comparison site for grocery shopping.","Not Available",Malaysia,http://nazirulaminthalha.wixsite.com/mysupermarket,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-11","Grill Or Chill","Not Available","Not Available","2016 Nov 25 24:00 PG +08:00",-,"Not Available","Not Available",TripPal,"Not Available","Make Your Own Personalized Travel Plans",2015,Malaysia,http://inspiringpeoplelife.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-12","Grill Or Chill","Not Available","Not Available","2016 Dis 30 24:00 PG +08:00",-,"Not Available","Not Available",Dropshipking.co,"Not Available","Dropshipking.co connects local SME brand owners with new online entrepreneurs via our dropship B2B eCommerce platform.",2017,Malaysia,https://dropshipking.co/,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-12","Grill Or Chill","Not Available","Not Available","2016 Dis 30 24:00 PG +08:00",-,"Not Available","Not Available",FurleyBio,"Not Available","Research, Extraction, Product Development & Manufacturing of Local Herbs",2015,Malaysia,http://furleybio.com,Biotechnology,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-12","Grill Or Chill","Not Available","Not Available","2016 Dis 30 24:00 PG +08:00",-,"Not Available","Not Available","HomeMade Market","unique homemade food platform"," Homemade Market is a marketplace platform where home chefs or local artisans and foodies connect, both online and offline, to make, sell and buy their unique food products. ",2015,Malaysia,http://homemademarket.com.my/,E-Commerce,"Food & Beverages","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-12","Grill Or Chill","Not Available","Not Available","2016 Dis 30 24:00 PG +08:00",-,"Not Available","Not Available",Rivil,"Not Available","Travel itinerary building app",2017,Malaysia,http://rivil.co,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2016-12","Grill Or Chill","Not Available","Not Available","2016 Dis 30 24:00 PG +08:00",-,"Not Available","Not Available",Soding,"Artificial Intelligence-powered recruitment platforrn for employers to hire great  software developers. ","Soding is an AI-powered platform for employers to hire great software developers.",2017,Malaysia,https://soding.com.my,Education,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",Alia,"Not Available","The community platform for apartments, condominiums and gated residences.",2015,Malaysia,http://als.com.my/,"Real Estate","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",Fishoman,"Not Available","We Supply From Local Street Hawkers To International Fine Diners",2017,Malaysia,http://fishoman.com.my/,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",Flexploria,"Not Available","Customize Tours. Guide by Freelancers.",2017,Malaysia,http://flexploria.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",SERV,"Mobile platform that brings freelance car mechanics to customers  their cars. ","we are developing a mobile application platform to help urban car users to service their car at their door step.",2017,Malaysia,http://www.serv.my/,Automotive,"Consulting & Services","Information & Communication ","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",SWFT,"Not Available","Not Available",2015,Malaysia,http://theswft.com,Security,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-1","Grill Or Chill","Not Available","Not Available","2017 Jan 20 24:00 PG +08:00",-,"Not Available","Not Available",WebMedic,"Not Available","We help you sell more online by diagnosing and improving your website",2017,Malaysia,https://webmedic.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",Agritix,"Not Available","AI + satellite monitoring for plantations",2016,Malaysia,https://www.agritix.com,Agriculture,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",Dropee.com,"Not Available","A B2B eCommerce marketplace solution that enables businesses to buy and sell in bulk online.",2017,Malaysia,https://www.dropee.com/,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",Pconnex,"Not Available","P2P funding platform for individuals and startups",2015,Malaysia,http://pconnex.com,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",Reqa,"Not Available","Hardware - Education","Not Available",Malaysia,http://reqa.com.my/,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",Squirtle,"Fintech White Label Services","Squirtle is a technology innovation company with niche expertise and a focus on the latest technologies. Since 2015, we have been helping companies achieve their goals with impactful, industry-specific software solutions.",2015,Malaysia,http://squirtle.co/,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-2","Grill Or Chill","Not Available","Not Available","2017 Feb 24 24:00 PG +08:00",-,"Not Available","Not Available",TripZium,"Not Available","TripZium is an online platform where you can easily find and compare a list of halal and Muslim-Friendly tours, hotels and restaurants.",2017,Malaysia,http://tripzium.com,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-3","Grill Or Chill","Not Available","Not Available","2017 Mac 31 24:00 PG +08:00",-,"Not Available","Not Available",Hellogold,"Not Available","Mobile application to buy, store, mortgage gold",2017,Malaysia,http://hellogold.com,Finance,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-3","Grill Or Chill","Not Available","Not Available","2017 Mac 31 24:00 PG +08:00",-,"Not Available","Not Available",Recober,"Not Available","Cloud based membership management system",2017,Malaysia,http://recober.com,"Information & Communication ","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-3","Grill Or Chill","Not Available","Not Available","2017 Mac 31 24:00 PG +08:00",-,"Not Available","Not Available",Rivil,"Not Available","Travel itinerary building app",2017,Malaysia,http://rivil.co,"Travel & Tourism","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-3","Grill Or Chill","Not Available","Not Available","2017 Mac 31 24:00 PG +08:00",-,"Not Available","Not Available","Ukay wizard","Not Available","Child Safety App",2017,Malaysia,http://mum.launchrock.com,Security,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-3","Grill Or Chill","Not Available","Not Available","2017 Mac 31 24:00 PG +08:00",-,"Not Available","Not Available",WebMedic,"Not Available","We help you sell more online by diagnosing and improving your website",2017,Malaysia,https://webmedic.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-4","Grill Or Chill","Not Available","Not Available","2017 Apr 28 24:00 PG +08:00",-,"Not Available","Not Available","Al Jawharah","Not Available","Helping students aborads study at Malaysia",2017,Malaysia,http://aljawharahedu.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-4","Grill Or Chill","Not Available","Not Available","2017 Apr 28 24:00 PG +08:00",-,"Not Available","Not Available",CanLaw,"Lawyer-discovery platform. ","CanLaw is a legal-tech startup providing a lawyer-discovery platform. Our vision is a world with open access to justice. We are passionate advocates of justice and the rule of law. We believe we can ensure justice for everybody by innovating legal services through the use of technology. Our goal is to help people find the right lawyer at the right price; and to provide lawyers with legal means of being discovered by clients. Ultimately, we see ourselves as passionate advocates of the rule of law and are committed to create a world with open access to justice. ",2017,Malaysia,https://canlaw.asia/,"Consulting & Services","Legal and Law","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-4","Grill Or Chill","Not Available","Not Available","2017 Apr 28 24:00 PG +08:00",-,"Not Available","Not Available",Fishoman,"Not Available","We Supply From Local Street Hawkers To International Fine Diners",2017,Malaysia,http://fishoman.com.my/,"Food & Beverages","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-4","Grill Or Chill","Not Available","Not Available","2017 Apr 28 24:00 PG +08:00",-,"Not Available","Not Available","Gravity wolf pack","Not Available","The hassle free go-to option for all your Duty Free shopping needs. Offline & online, Anywhere & Anytime",2017,Malaysia,http://papertrip.me,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-4","Grill Or Chill","Not Available","Not Available","2017 Apr 28 24:00 PG +08:00",-,"Not Available","Not Available",Tejavoo,"Not Available","Local brands e-commerce",2017,Malaysia,http://tejavoo.com,E-Commerce,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-5","Grill Or Chill","Not Available","Not Available","2017 Mei 26 24:00 PG +08:00",-,"Not Available","Not Available",Ellowork,"Not Available","Find work near you or post whatever work needed",2017,Malaysia,http://ellowork.com,"Jobs & HR","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-5","Grill Or Chill","Not Available","Not Available","2017 Mei 26 24:00 PG +08:00",-,"Not Available","Not Available",iReka,"Not Available","specialized in developing native iOS, Android and Laravel apps.",2017,Malaysia,http://irekasoft.com,"Consulting & Services","Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-5","Grill Or Chill","Not Available","Not Available","2017 Mei 26 24:00 PG +08:00",-,"Not Available","Not Available","Kelas App","Not Available","All ICT Digital Services Provides",2017,Malaysia,http://www.kelasapp.com,Education,"Information & Communication ","Jobs & HR","Not Available","Not Available"
"Grill Or Chill - Startup 2017-5","Grill Or Chill","Not Available","Not Available","2017 Mei 26 24:00 PG +08:00",-,"Not Available","Not Available",Newlocalbuddy,"Not Available","A social networking sites customised for travellers",2017,Malaysia,"Not Available",Social,"Not Available","Not Available","Not Available","Not Available"
"Grill Or Chill - Startup 2017-5","Grill Or Chill","Not Available","Not Available","2017 Mei 26 24:00 PG +08:00",-,"Not Available","Not Available",Xentios,"Not Available","IT Solutions",2017,Malaysia,http://xentios.com.my/,"Consulting & Services","Information & Communication ","Not Available","Not Available","Not Available"
